seq,rtt_ms,oneway_est_ms
1352,6.88,3.44
1353,10.34,5.17
1354,8.66,4.33
1355,9.85,4.92
1356,10.02,5.01
1357,6.93,3.46
1358,6.47,3.23
1359,10.06,5.03
1360,18.83,9.42
1361,8.46,4.23
1362,7.12,3.56
1363,11.67,5.84
1364,11.80,5.90
1365,7.41,3.70
1366,13.55,6.78
1367,13.82,6.91
1368,12.03,6.02
1369,11.74,5.87
1370,36.58,18.29
1371,9.60,4.80
1372,15.01,7.50
1373,13.74,6.87
1374,11.01,5.50
1375,11.52,5.76
1376,19.71,9.85
1377,12.45,6.22
1378,7.73,3.86
1379,5.51,2.75
1380,12.55,6.27
1381,15.52,7.76
1382,16.22,8.11
1383,8.72,4.36
1384,9.09,4.55
1385,6.89,3.45
1386,10.38,5.19
1387,5.58,2.79
1388,6.96,3.48
1389,8.82,4.41
1390,10.41,5.21
1391,10.50,5.25
1392,8.51,4.26
1393,13.61,6.81
1394,6.49,3.25
1395,11.73,5.86
1396,14.22,7.11
1397,18.83,9.42
1398,10.23,5.11
1399,8.53,4.26
1400,7.13,3.56
1401,22.06,11.03
1402,17.66,8.83
1403,9.91,4.96
1404,228.01,114.00
1405,12.85,6.43
1406,8.34,4.17
1407,7.43,3.72
1408,16.45,8.22
1409,8.95,4.47
1410,8.75,4.38
1411,9.01,4.51
1412,8.52,4.26
1413,6.86,3.43
1414,9.68,4.84
1415,12.36,6.18
1416,13.58,6.79
1417,8.46,4.23
1418,8.74,4.37
1419,9.08,4.54
1420,16.72,8.36
1421,8.46,4.23
1422,7.78,3.89
1423,8.78,4.39
1424,13.43,6.72
1425,16.35,8.18
1426,9.90,4.95
1427,7.61,3.80
1428,11.19,5.59
1429,13.80,6.90
1430,10.39,5.20
1431,10.81,5.41
1432,8.25,4.13
1433,10.19,5.09
1434,12.91,6.46
1435,13.30,6.65
1436,8.58,4.29
1437,7.03,3.51
1438,6.01,3.00
1439,7.52,3.76
1440,12.04,6.02
1441,11.26,5.63
1442,6.49,3.24
1443,7.17,3.59
1444,4.93,2.46
1445,12.03,6.02
1446,15.41,7.71
1447,9.94,4.97
1448,5.45,2.72
1449,10.02,5.01
1450,12.46,6.23
1451,9.71,4.86
1452,28.42,14.21
1453,7.59,3.80
1454,12.24,6.12
1455,11.89,5.94
1456,8.80,4.40
1457,12.20,6.10
1458,12.89,6.44
1459,12.12,6.06
1460,13.86,6.93
1461,11.71,5.86
1462,4.80,2.40
1463,12.26,6.13
1464,25.39,12.69
1465,5.87,2.94
1466,7.72,3.86
1467,6.25,3.13
1468,8.67,4.33
1469,11.45,5.73
1470,9.06,4.53
1471,9.30,4.65
1472,6.90,3.45
1473,12.05,6.02
1474,10.31,5.16
1475,10.57,5.29
1476,14.73,7.36
1477,8.61,4.31
1478,6.01,3.00
1479,9.22,4.61
1480,12.72,6.36
1481,6.08,3.04
1482,11.77,5.88
1483,8.80,4.40
1484,10.63,5.32
1485,11.09,5.55
1486,27.47,13.73
1487,7.71,3.85
1488,7.54,3.77
1489,9.09,4.54
1490,4.98,2.49
1491,10.98,5.49
1492,16.95,8.48
1493,10.35,5.17
1494,10.35,5.17
1495,4.97,2.49
1496,21.65,10.83
1497,10.28,5.14
1498,6.47,3.23
1499,7.91,3.96
1500,9.45,4.72
1501,20.05,10.03
1502,9.38,4.69
1503,6.06,3.03
1504,10.96,5.48
1505,15.78,7.89
1506,9.57,4.79
1507,6.03,3.01
1508,10.48,5.24
1509,5.46,2.73
1510,11.07,5.54
1511,36.81,18.40
1512,9.68,4.84
1513,11.08,5.54
1514,7.93,3.97
1515,11.16,5.58
1516,7.82,3.91
1517,6.80,3.40
1518,9.76,4.88
1519,27.80,13.90
1520,22.46,11.23
1521,5.41,2.70
1522,5.33,2.67
1523,205.02,102.51
1524,21.93,10.97
1525,8.13,4.06
1526,6.70,3.35
1527,15.13,7.57
1528,7.04,3.52
1529,8.18,4.09
1530,7.34,3.67
1531,14.82,7.41
1532,31.16,15.58
1533,10.11,5.05
1534,7.72,3.86
1535,7.82,3.91
1536,25.69,12.84
1537,89.67,44.84
1538,61.37,30.68
1539,55.39,27.70
1540,57.65,28.83
1541,69.52,34.76
1542,63.73,31.87
1543,68.71,34.35
1544,67.54,33.77
1545,58.49,29.25
1546,58.55,29.28
1547,65.79,32.89
1548,60.80,30.40
1549,51.05,25.52
1550,53.79,26.90
1551,79.60,39.80
1552,62.74,31.37
1553,62.01,31.01
1554,63.55,31.77
1555,72.16,36.08
1556,67.30,33.65
1557,53.39,26.70
1558,54.56,27.28
1559,67.85,33.93
1560,65.52,32.76
1561,62.99,31.50
1562,69.03,34.52
1563,59.92,29.96
1564,64.50,32.25
1565,74.21,37.10
1566,52.76,26.38
1567,72.00,36.00
1568,64.55,32.27
1569,67.19,33.59
1570,62.03,31.02
1571,67.08,33.54
1572,62.35,31.18
1573,57.83,28.91
1574,60.77,30.39
1575,57.08,28.54
1576,71.34,35.67
1577,62.68,31.34
1578,62.23,31.12
1579,66.62,33.31
1580,67.02,33.51
1581,65.56,32.78
1582,59.37,29.69
1583,58.52,29.26
1584,51.56,25.78
1585,53.88,26.94
1586,75.42,37.71
1587,64.03,32.02
1588,76.54,38.27
1589,55.37,27.69
1590,61.81,30.90
1591,66.44,33.22
1592,57.45,28.72
1593,55.86,27.93
1594,54.98,27.49
1595,69.79,34.89
1596,66.15,33.07
1597,64.57,32.29
1598,65.87,32.94
1599,60.98,30.49
1600,69.14,34.57
1601,55.09,27.55
1602,61.19,30.59
1603,54.11,27.06
1604,58.23,29.11
1605,76.19,38.09
1606,60.26,30.13
1607,68.58,34.29
1608,59.95,29.97
1609,63.47,31.73
1610,62.22,31.11
1611,67.24,33.62
1612,64.82,32.41
1613,45.43,22.71
1614,67.47,33.73
1615,63.16,31.58
1616,64.42,32.21
1617,66.64,33.32
1618,62.21,31.10
1619,58.79,29.40
1620,61.42,30.71
1621,59.19,29.59
1622,63.66,31.83
1623,60.81,30.41
1624,65.90,32.95
1625,62.38,31.19
1626,63.71,31.86
1627,65.09,32.54
1628,69.09,34.54
1629,58.23,29.12
1630,62.90,31.45
1631,55.18,27.59
1632,62.63,31.32
1633,67.62,33.81
1634,62.69,31.34
1635,63.72,31.86
1636,70.29,35.15
1637,58.52,29.26
1638,60.18,30.09
1639,166.95,83.48
1640,62.99,31.50
1641,67.41,33.70
1642,25.83,12.92
1643,10.62,5.31
1644,6.03,3.01
1645,14.90,7.45
1646,9.86,4.93
1647,8.14,4.07
1648,6.46,3.23
1649,15.85,7.92
1650,5.47,2.73
1651,8.47,4.24
1652,10.90,5.45
1653,10.68,5.34
1654,9.78,4.89
1655,5.78,2.89
1656,8.89,4.44
1657,8.73,4.36
1658,245.64,122.82
1659,7.08,3.54
1660,7.87,3.94
1661,8.12,4.06
1662,19.48,9.74
1663,4.83,2.41
1664,9.09,4.55
1665,20.31,10.15
1666,15.47,7.74
1667,19.64,9.82
1668,7.97,3.99
1669,10.15,5.08
1670,7.65,3.83
1671,10.28,5.14
1672,7.30,3.65
1673,9.60,4.80
1674,8.36,4.18
1675,14.39,7.20
1676,4.98,2.49
1677,13.09,6.54
1678,13.65,6.83
1679,11.29,5.64
1680,25.02,12.51
1681,13.54,6.77
1682,11.20,5.60
1683,7.12,3.56
1684,10.00,5.00
1685,5.78,2.89
1686,11.19,5.60
1687,6.76,3.38
1688,8.98,4.49
1689,10.70,5.35
1690,13.40,6.70
1691,6.17,3.09
1692,7.91,3.95
1693,7.55,3.77
1694,10.52,5.26
1695,5.63,2.82
1696,8.62,4.31
1697,15.71,7.86
1698,9.78,4.89
1699,7.34,3.67
1700,9.95,4.98
1701,10.98,5.49
1702,15.96,7.98
1703,6.45,3.22
1704,9.23,4.61
1705,13.09,6.55
1706,6.42,3.21
1707,228.47,114.23
1708,9.49,4.74
1709,5.90,2.95
1710,6.27,3.13
1711,9.55,4.78
1712,6.80,3.40
1713,9.45,4.72
1714,7.43,3.71
1715,10.28,5.14
1716,9.02,4.51
1717,7.04,3.52
1718,6.36,3.18
1719,12.15,6.07
1720,7.37,3.68
1721,7.93,3.96
1722,12.23,6.11
1723,5.84,2.92
1724,7.08,3.54
1725,7.18,3.59
1726,19.38,9.69
1727,6.23,3.11
1728,9.71,4.85
1729,10.88,5.44
1730,8.66,4.33
1731,17.79,8.90
1732,15.02,7.51
1733,8.15,4.08
1734,104.72,52.36
1735,56.32,28.16
1736,57.44,28.72
1737,58.93,29.47
1738,53.92,26.96
1739,75.80,37.90
1740,62.97,31.49
1741,62.31,31.16
1742,66.26,33.13
1743,60.56,30.28
1744,70.57,35.28
1745,55.52,27.76
1746,57.40,28.70
1747,59.06,29.53
1748,72.54,36.27
1749,61.99,31.00
1750,64.22,32.11
1751,65.58,32.79
1752,63.52,31.76
1753,61.04,30.52
1754,59.35,29.68
1755,59.89,29.95
1756,64.30,32.15
1757,66.00,33.00
1758,68.74,34.37
1759,63.02,31.51
1760,63.23,31.62
1761,63.15,31.57
1762,58.73,29.37
1763,65.17,32.59
1764,75.97,37.99
1765,40.53,20.26
1766,54.14,27.07
1767,71.66,35.83
1768,74.34,37.17
1769,5.31,2.65
1770,45.58,22.79
1771,66.62,33.31
1772,67.21,33.61
1773,88.03,44.02
1774,4.95,2.47
1775,49.20,24.60
1776,65.44,32.72
1777,48.71,24.35
1778,5.11,2.55
1779,85.19,42.59
1780,68.68,34.34
1781,66.60,33.30
1782,14.45,7.22
1783,400.49,200.25
1784,73.85,36.93
1785,7.37,3.69
1786,18.32,9.16
1787,68.47,34.23
1788,8.38,4.19
1789,19.19,9.60
1790,7.46,3.73
1791,20.98,10.49
1792,69.05,34.53
1793,5.55,2.78
1794,23.73,11.87
1795,124.06,62.03
1796,4.95,2.47
1797,4.87,2.44
1798,49.92,24.96
1799,52.92,26.46
1800,54.30,27.15
1801,5.74,2.87
1802,6.81,3.41
1803,77.80,38.90
1804,117.45,58.73
1805,119.57,59.78
1806,6.82,3.41
1807,80.73,40.36
1808,105.45,52.73
1809,105.32,52.66
1810,107.43,53.72
1811,129.88,64.94
1812,91.91,45.95
1813,95.42,47.71
1814,121.10,60.55
1815,5.25,2.62
1816,65.44,32.72
1817,131.82,65.91
1818,6.32,3.16
1819,81.97,40.99
1820,121.57,60.79
1821,93.64,46.82
1822,112.51,56.26
1823,5.20,2.60
1824,70.89,35.44
1825,56.22,28.11
1826,66.26,33.13
1827,66.27,33.13
1828,58.13,29.06
1829,66.53,33.26
1830,65.55,32.78
1831,62.53,31.27
1832,64.85,32.42
1833,68.74,34.37
1834,51.80,25.90
1835,63.11,31.56
1836,53.86,26.93
1837,67.64,33.82
1838,63.13,31.56
1839,64.17,32.08
1840,66.74,33.37
1841,63.05,31.52
1842,58.16,29.08
1843,66.38,33.19
1844,61.85,30.93
1845,50.47,25.24
1846,67.02,33.51
1847,61.66,30.83
1848,66.04,33.02
1849,67.58,33.79
1850,64.08,32.04
1851,62.83,31.41
1852,61.66,30.83
1853,63.42,31.71
1854,54.08,27.04
1855,52.86,26.43
1856,72.86,36.43
1857,64.19,32.09
1858,67.47,33.73
1859,66.67,33.34
1860,61.62,30.81
1861,59.43,29.72
1862,70.52,35.26
1863,53.16,26.58
1864,54.99,27.49
1865,74.38,37.19
1866,62.04,31.02
1867,65.97,32.99
1868,70.10,35.05
1869,57.65,28.83
1870,59.76,29.88
1871,68.35,34.17
1872,62.53,31.26
1873,52.73,26.36
1874,74.13,37.06
1875,61.36,30.68
1876,64.87,32.44
1877,63.62,31.81
1878,62.29,31.15
1879,66.17,33.08
1880,58.19,29.09
1881,60.09,30.05
1882,52.99,26.49
1883,69.32,34.66
1884,64.82,32.41
1885,66.73,33.36
1886,64.74,32.37
1887,66.87,33.44
1888,59.20,29.60
1889,69.47,34.73
1890,55.27,27.64
1891,53.09,26.54
1892,55.21,27.61
1893,80.70,40.35
1894,61.00,30.50
1895,70.60,35.30
1896,59.71,29.85
1897,63.85,31.92
1898,61.10,30.55
1899,57.90,28.95
1900,56.06,28.03
1901,58.59,29.29
1902,71.69,35.85
1903,62.25,31.13
1904,63.84,31.92
1905,69.01,34.50
1906,61.56,30.78
1907,57.88,28.94
1908,71.82,35.91
1909,50.35,25.17
1910,54.16,27.08
1911,57.60,28.80
1912,72.22,36.11
1913,60.74,30.37
1914,73.34,36.67
1915,58.74,29.37
1916,65.02,32.51
1917,60.73,30.37
1918,61.94,30.97
1919,58.61,29.31
1920,59.16,29.58
1921,65.14,32.57
1922,64.81,32.40
1923,61.72,30.86
1924,69.10,34.55
1925,63.18,31.59
1926,67.21,33.60
1927,57.27,28.63
1928,58.26,29.13
1929,63.10,31.55
1930,67.20,33.60
1931,65.05,32.52
1932,69.65,34.82
1933,58.10,29.05
1934,64.63,32.31
1935,64.77,32.38
1936,68.81,34.41
1937,48.44,24.22
1938,51.99,25.99
1939,76.42,38.21
1940,66.03,33.01
1941,68.84,34.42
1942,57.91,28.95
1943,64.05,32.03
1944,63.25,31.63
1945,39.10,19.55
1946,22.94,11.47
1947,7.13,3.56
1948,12.01,6.01
1949,13.53,6.76
1950,8.06,4.03
1951,5.55,2.77
1952,8.48,4.24
1953,13.72,6.86
1954,9.45,4.72
1955,19.17,9.59
1956,9.19,4.60
1957,16.44,8.22
1958,11.54,5.77
1959,7.56,3.78
1960,13.64,6.82
1961,7.13,3.56
1962,15.54,7.77
1963,9.10,4.55
1964,8.35,4.18
1965,8.32,4.16
1966,12.17,6.08
1967,12.93,6.47
1968,7.28,3.64
1969,11.64,5.82
1970,6.65,3.33
1971,12.44,6.22
1972,8.10,4.05
1973,16.09,8.04
1974,8.47,4.24
1975,11.54,5.77
1976,10.53,5.26
1977,7.66,3.83
1978,9.77,4.89
1979,25.49,12.75
1980,5.77,2.88
1981,12.01,6.00
1982,13.57,6.78
1983,8.42,4.21
1984,10.20,5.10
1985,12.62,6.31
1986,6.21,3.10
1987,9.21,4.61
1988,12.05,6.02
1989,9.42,4.71
1990,13.21,6.60
1991,8.36,4.18
1992,14.69,7.34
1993,10.61,5.31
1994,9.65,4.82
1995,12.08,6.04
1996,6.00,3.00
1997,16.86,8.43
1998,11.70,5.85
1999,10.84,5.42
2000,12.47,6.23
2001,18.13,9.06
2002,11.52,5.76
2003,7.10,3.55
2004,9.56,4.78
2005,8.91,4.46
2006,5.94,2.97
2007,10.20,5.10
2008,14.70,7.35
2009,10.06,5.03
2010,13.63,6.81
2011,5.68,2.84
2012,9.27,4.64
2013,8.22,4.11
2014,13.75,6.88
2015,13.52,6.76
2016,7.53,3.77
2017,7.91,3.95
2018,23.19,11.60
2019,10.10,5.05
2020,11.19,5.60
2021,6.09,3.04
2022,6.89,3.44
2023,5.66,2.83
2024,5.48,2.74
2025,10.36,5.18
2026,13.12,6.56
2027,24.03,12.01
2028,28.68,14.34
2029,46.83,23.42
2030,12.08,6.04
2031,11.71,5.86
2032,10.36,5.18
2033,7.39,3.70
2034,11.60,5.80
2035,8.86,4.43
2036,14.33,7.16
2037,7.56,3.78
2038,5.16,2.58
2039,16.98,8.49
2040,15.10,7.55
2041,10.40,5.20
2042,7.80,3.90
2043,11.16,5.58
2044,7.22,3.61
2045,6.14,3.07
2046,7.43,3.71
2047,7.89,3.95
2048,8.25,4.12
2049,10.80,5.40
2050,8.11,4.06
2051,7.73,3.87
2052,6.89,3.45
2053,23.36,11.68
2054,7.04,3.52
2055,11.77,5.88
2056,9.58,4.79
2057,11.00,5.50
2058,5.57,2.79
2059,10.53,5.26
2060,9.59,4.80
2061,9.33,4.67
2062,5.64,2.82
2063,12.77,6.39
2064,12.37,6.19
2065,9.04,4.52
2066,5.13,2.57
2067,21.35,10.67
2068,10.32,5.16
2069,8.61,4.30
2070,10.81,5.41
2071,14.67,7.33
2072,8.53,4.26
2073,16.79,8.40
2074,6.61,3.31
2075,9.76,4.88
2076,12.51,6.25
2077,10.16,5.08
2078,6.89,3.45
2079,15.41,7.70
2080,9.62,4.81
2081,10.38,5.19
2082,9.09,4.55
2083,20.85,10.43
2084,7.12,3.56
2085,12.26,6.13
2086,16.48,8.24
2087,8.13,4.06
2088,11.30,5.65
2089,12.22,6.11
2090,42.14,21.07
2091,7.93,3.97
2092,12.71,6.36
2093,7.57,3.79
2094,8.97,4.48
2095,14.43,7.21
2096,7.57,3.78
2097,10.76,5.38
2098,9.37,4.68
2099,9.84,4.92
2100,14.99,7.49
2101,12.25,6.12
2102,5.72,2.86
2103,5.39,2.70
2104,10.77,5.38
2105,7.60,3.80
2106,15.25,7.63
2107,8.16,4.08
2108,11.93,5.96
2109,10.42,5.21
2110,7.85,3.92
2111,27.57,13.79
2112,9.97,4.99
2113,13.02,6.51
2114,18.09,9.05
2115,5.65,2.83
2116,13.89,6.95
2117,7.91,3.95
2118,9.42,4.71
2119,12.18,6.09
2120,9.71,4.85
2121,31.46,15.73
2122,7.70,3.85
2123,15.45,7.72
2124,12.83,6.42
2125,9.72,4.86
2126,5.79,2.90
2127,15.59,7.80
2128,11.42,5.71
2129,11.18,5.59
2130,11.96,5.98
2131,11.31,5.65
2132,7.82,3.91
2133,7.39,3.69
2134,10.70,5.35
2135,7.91,3.96
2136,8.23,4.11
2137,20.22,10.11
2138,5.20,2.60
2139,5.41,2.71
2140,4.97,2.48
2141,57.88,28.94
2142,62.52,31.26
2143,48.98,24.49
2144,64.98,32.49
2145,50.34,25.17
2146,55.90,27.95
2147,56.12,28.06
2148,78.50,39.25
2149,67.17,33.58
2150,61.29,30.64
2151,64.13,32.06
2152,66.90,33.45
2153,58.71,29.35
2154,60.70,30.35
2155,53.33,26.66
2156,54.56,27.28
2157,73.37,36.69
2158,66.67,33.33
2159,173.03,86.52
2160,75.12,37.56
2161,54.40,27.20
2162,62.01,31.01
2163,58.62,29.31
2164,51.02,25.51
2165,56.25,28.12
2166,74.77,37.38
2167,64.30,32.15
2168,64.14,32.07
2169,64.29,32.15
2170,70.86,35.43
2171,52.32,26.16
2172,65.60,32.80
2173,55.88,27.94
2174,55.87,27.94
2175,70.47,35.24
2176,63.13,31.56
2177,63.44,31.72
2178,76.55,38.27
2179,55.94,27.97
2180,59.01,29.50
2181,62.00,31.00
2182,55.25,27.63
2183,61.39,30.69
2184,56.68,28.34
2185,70.24,35.12
2186,61.74,30.87
2187,67.68,33.84
2188,68.76,34.38
2189,60.83,30.42
2190,56.54,28.27
2191,60.99,30.49
2192,62.35,31.18
2193,60.28,30.14
2194,61.18,30.59
2195,64.17,32.08
2196,63.57,31.78
2197,63.86,31.93
2198,64.16,32.08
2199,70.23,35.12
2200,58.10,29.05
2201,55.66,27.83
2202,64.75,32.37
2203,54.33,27.16
2204,72.66,36.33
2205,58.96,29.48
2206,78.15,39.07
2207,51.62,25.81
2208,65.52,32.76
2209,60.92,30.46
2210,57.31,28.66
2211,60.82,30.41
2212,56.09,28.04
2213,57.77,28.89
2214,69.88,34.94
2215,64.24,32.12
2216,72.80,36.40
2217,58.44,29.22
2218,64.88,32.44
2219,58.13,29.07
2220,59.97,29.99
2221,61.58,30.79
2222,51.30,25.65
2223,59.74,29.87
2224,72.56,36.28
2225,65.61,32.80
2226,73.32,36.66
2227,52.25,26.12
2228,69.15,34.58
2229,59.92,29.96
2230,60.84,30.42
2231,55.76,27.88
2232,59.80,29.90
2233,70.74,35.37
2234,61.13,30.57
2235,62.23,31.11
2236,66.99,33.49
2237,67.17,33.59
2238,57.54,28.77
2239,58.45,29.22
2240,59.77,29.89
2241,67.47,33.73
2242,45.27,22.63
2243,71.20,35.60
2244,63.04,31.52
2245,65.66,32.83
2246,64.17,32.08
2247,62.42,31.21
2248,65.19,32.59
2249,56.19,28.09
2250,71.00,35.50
2251,51.09,25.55
2252,61.67,30.84
2253,68.36,34.18
2254,60.16,30.08
2255,75.72,37.86
2256,53.81,26.90
2257,66.13,33.07
2258,61.68,30.84
2259,161.08,80.54
2260,62.84,31.42
2261,66.19,33.09
2262,88.09,44.04
2263,31.90,15.95
2264,23.61,11.81
2265,6.69,3.34
2266,22.76,11.38
2267,13.98,6.99
2268,8.62,4.31
2269,17.47,8.73
2270,8.87,4.43
2271,6.11,3.05
2272,6.44,3.22
2273,13.49,6.75
2274,8.56,4.28
2275,8.81,4.40
2276,11.21,5.61
2277,13.93,6.97
2278,14.71,7.35
2279,7.13,3.56
2280,6.54,3.27
2281,9.66,4.83
2282,6.62,3.31
2283,8.18,4.09
2284,7.89,3.94
2285,12.73,6.36
2286,9.82,4.91
2287,33.78,16.89
2288,6.75,3.38
2289,5.43,2.72
2290,14.88,7.44
2291,9.14,4.57
2292,9.11,4.56
2293,13.71,6.85
2294,11.60,5.80
2295,10.52,5.26
2296,12.30,6.15
2297,28.99,14.50
2298,12.81,6.41
2299,6.94,3.47
2300,21.85,10.92
2301,8.77,4.39
2302,6.56,3.28
2303,5.25,2.63
2304,9.73,4.87
2305,10.26,5.13
2306,6.90,3.45
2307,9.13,4.56
2308,10.92,5.46
2309,8.94,4.47
2310,6.29,3.14
2311,5.17,2.59
2312,13.33,6.66
2313,10.73,5.36
2314,16.55,8.28
2315,7.22,3.61
2316,10.20,5.10
2317,19.96,9.98
2318,9.21,4.61
2319,10.10,5.05
2320,8.07,4.04
2321,10.43,5.22
2322,15.91,7.95
2323,6.82,3.41
2324,9.81,4.90
2325,10.39,5.19
2326,21.01,10.51
2327,5.89,2.95
2328,8.33,4.16
2329,12.88,6.44
2330,7.71,3.86
2331,7.75,3.88
2332,14.43,7.22
2333,9.18,4.59
2334,5.57,2.78
2335,5.74,2.87
2336,5.69,2.85
2337,9.65,4.83
2338,14.37,7.19
2339,18.37,9.19
2340,12.35,6.18
2341,7.85,3.93
2342,12.17,6.09
2343,11.02,5.51
2344,10.85,5.42
2345,8.53,4.27
2346,11.26,5.63
2347,20.42,10.21
2348,9.88,4.94
2349,7.60,3.80
2350,8.33,4.17
2351,11.58,5.79
2352,35.95,17.97
2353,8.40,4.20
2354,7.87,3.93
2355,25.58,12.79
2356,12.27,6.14
2357,11.86,5.93
2358,8.58,4.29
2359,15.65,7.83
2360,14.72,7.36
2361,5.33,2.66
2362,9.90,4.95
2363,7.80,3.90
2364,5.79,2.89
2365,11.84,5.92
2366,7.92,3.96
2367,7.14,3.57
2368,9.47,4.73
2369,14.02,7.01
2370,32.95,16.48
2371,12.48,6.24
2372,5.76,2.88
2373,5.69,2.84
2374,9.52,4.76
2375,5.87,2.94
2376,7.00,3.50
2377,8.31,4.15
2378,13.45,6.72
2379,13.09,6.55
2380,9.03,4.51
2381,9.66,4.83
2382,11.38,5.69
2383,7.13,3.56
2384,5.53,2.76
2385,6.13,3.07
2386,12.15,6.07
2387,6.73,3.36
2388,7.58,3.79
2389,95.36,47.68
2390,18.65,9.32
2391,9.40,4.70
2392,12.27,6.14
2393,12.44,6.22
2394,11.34,5.67
2395,10.10,5.05
2396,14.24,7.12
2397,7.30,3.65
2398,9.81,4.91
2399,13.80,6.90
2400,8.91,4.45
2401,5.61,2.81
2402,8.03,4.02
2403,11.44,5.72
2404,9.01,4.51
2405,8.32,4.16
2406,7.26,3.63
2407,12.03,6.02
2408,9.66,4.83
2409,9.15,4.57
2410,9.73,4.87
2411,9.71,4.85
2412,9.98,4.99
2413,9.20,4.60
2414,5.78,2.89
2415,10.23,5.12
2416,7.62,3.81
2417,7.52,3.76
2418,6.16,3.08
2419,5.56,2.78
2420,7.73,3.86
2421,19.24,9.62
2422,8.08,4.04
2423,10.90,5.45
2424,7.42,3.71
2425,8.80,4.40
2426,6.06,3.03
2427,7.92,3.96
2428,5.89,2.94
2429,9.09,4.54
2430,9.88,4.94
2431,7.07,3.54
2432,8.02,4.01
2433,11.17,5.59
2434,15.88,7.94
2435,10.83,5.41
2436,8.11,4.06
2437,8.30,4.15
2438,6.60,3.30
2439,5.42,2.71
2440,5.66,2.83
2441,10.12,5.06
2442,6.54,3.27
2443,8.88,4.44
2444,5.26,2.63
2445,7.95,3.98
2446,11.87,5.94
2447,15.28,7.64
2448,9.42,4.71
2449,8.03,4.02
2450,13.17,6.59
2451,8.18,4.09
2452,6.77,3.39
2453,9.60,4.80
2454,11.98,5.99
2455,7.76,3.88
2456,7.45,3.72
2457,8.82,4.41
2458,17.46,8.73
2459,9.72,4.86
2460,7.13,3.57
2461,8.30,4.15
2462,11.32,5.66
2463,20.17,10.08
2464,5.85,2.92
2465,22.95,11.47
2466,5.34,2.67
2467,17.94,8.97
2468,11.45,5.73
2469,6.88,3.44
2470,8.46,4.23
2471,9.09,4.54
2472,11.46,5.73
2473,11.75,5.87
2474,8.62,4.31
2475,11.26,5.63
2476,11.77,5.88
2477,8.82,4.41
2478,13.28,6.64
2479,7.18,3.59
2480,10.22,5.11
2481,7.48,3.74
2482,18.83,9.42
2483,12.87,6.44
2484,7.51,3.75
2485,6.71,3.36
2486,21.67,10.83
2487,12.25,6.13
2488,7.85,3.92
2489,8.88,4.44
2490,8.77,4.38
2491,13.10,6.55
2492,6.79,3.40
2493,12.61,6.31
2494,9.28,4.64
2495,5.26,2.63
2496,6.82,3.41
2497,6.01,3.00
2498,5.02,2.51
2499,11.51,5.75
2500,12.36,6.18
2501,9.21,4.61
2502,46.03,23.02
2503,8.86,4.43
2504,7.33,3.67
2505,7.97,3.98
2506,13.95,6.98
2507,10.91,5.45
2508,5.21,2.61
2509,6.47,3.23
2510,10.83,5.41
2511,8.70,4.35
2512,7.89,3.94
2513,7.75,3.87
2514,11.72,5.86
2515,7.07,3.54
2516,7.62,3.81
2517,7.66,3.83
2518,11.90,5.95
2519,17.79,8.90
2520,5.06,2.53
2521,6.93,3.47
2522,47.89,23.95
2523,7.03,3.52
2524,13.95,6.98
2525,9.26,4.63
2526,5.22,2.61
2527,8.95,4.47
2528,11.10,5.55
2529,5.70,2.85
2530,8.09,4.05
2531,14.36,7.18
2532,15.16,7.58
2533,6.76,3.38
2534,12.77,6.38
2535,7.55,3.77
2536,7.88,3.94
2537,7.81,3.91
2538,6.47,3.23
2539,7.56,3.78
2540,12.00,6.00
2541,8.39,4.19
2542,8.99,4.50
2543,7.36,3.68
2544,18.58,9.29
2545,7.57,3.78
2546,9.66,4.83
2547,8.88,4.44
2548,11.99,6.00
2549,16.42,8.21
2550,5.75,2.88
2551,7.23,3.61
2552,12.27,6.14
2553,9.96,4.98
2554,21.81,10.90
2555,6.33,3.16
2556,7.68,3.84
2557,8.84,4.42
2558,7.16,3.58
2559,11.44,5.72
2560,8.20,4.10
2561,9.08,4.54
2562,6.93,3.47
2563,9.84,4.92
2564,6.40,3.20
2565,9.47,4.74
2566,12.24,6.12
2567,11.22,5.61
2568,8.47,4.23
2569,18.16,9.08
2570,8.72,4.36
2571,8.63,4.32
2572,8.76,4.38
2573,10.13,5.07
2574,9.05,4.52
2575,4.92,2.46
2576,7.30,3.65
2577,13.89,6.95
2578,11.74,5.87
2579,7.57,3.79
2580,10.79,5.39
2581,11.86,5.93
2582,12.63,6.32
2583,7.13,3.56
2584,7.73,3.86
2585,11.49,5.75
2586,11.02,5.51
2587,5.19,2.60
2588,223.22,111.61
2589,11.69,5.85
2590,8.65,4.33
2591,10.78,5.39
2592,7.26,3.63
2593,10.72,5.36
2594,15.72,7.86
2595,7.02,3.51
2596,8.82,4.41
2597,11.07,5.53
2598,13.74,6.87
2599,8.04,4.02
2600,10.53,5.27
2601,11.34,5.67
2602,12.37,6.19
2603,10.38,5.19
2604,12.28,6.14
2605,19.11,9.55
2606,5.47,2.73
2607,9.78,4.89
2608,10.17,5.09
2609,11.47,5.74
2610,12.93,6.47
2611,9.28,4.64
2612,7.56,3.78
2613,8.90,4.45
2614,7.17,3.58
2615,98.84,49.42
2616,14.44,7.22
2617,8.01,4.00
2618,28.48,14.24
2619,11.82,5.91
2620,8.92,4.46
2621,10.00,5.00
2622,7.09,3.55
