seq,rtt_ms,oneway_est_ms
2623,17.76,8.88
2624,6.93,3.47
2625,6.83,3.41
2626,5.63,2.81
2627,8.96,4.48
2628,8.82,4.41
2629,30.86,15.43
2630,10.53,5.27
2631,8.08,4.04
2632,11.43,5.72
2633,9.83,4.92
2634,10.90,5.45
2635,9.03,4.52
2636,13.08,6.54
2637,6.78,3.39
2638,7.31,3.66
2639,27.58,13.79
2640,5.62,2.81
2641,10.88,5.44
2642,15.30,7.65
2643,9.14,4.57
2644,6.74,3.37
2645,11.04,5.52
2646,14.55,7.28
2647,15.56,7.78
2648,9.82,4.91
2649,7.66,3.83
2650,9.72,4.86
2651,43.20,21.60
2652,7.21,3.61
2653,12.45,6.22
2654,7.07,3.53
2655,16.39,8.19
2656,12.82,6.41
2657,7.72,3.86
2658,14.75,7.38
2659,87.37,43.69
2660,7.01,3.51
2661,8.79,4.39
2662,9.35,4.68
2663,6.12,3.06
2664,9.85,4.93
2665,5.54,2.77
2666,10.54,5.27
2667,8.15,4.07
2668,14.11,7.05
2669,8.80,4.40
2670,7.32,3.66
2671,12.35,6.18
2672,12.39,6.20
2673,15.03,7.52
2674,6.42,3.21
2675,6.58,3.29
2676,5.78,2.89
2677,5.45,2.73
2678,10.35,5.17
2679,20.28,10.14
2680,15.87,7.93
2681,7.54,3.77
2682,21.55,10.77
2683,11.14,5.57
2684,6.07,3.03
2685,6.74,3.37
2686,8.75,4.38
2687,11.07,5.53
2688,17.19,8.60
2689,11.95,5.98
2690,9.67,4.83
2691,8.84,4.42
2692,5.33,2.66
2693,5.79,2.90
2694,5.80,2.90
2695,10.14,5.07
2696,13.07,6.53
2697,10.99,5.49
2698,7.14,3.57
2699,11.43,5.71
2700,10.65,5.32
2701,13.84,6.92
2702,7.05,3.53
2703,5.76,2.88
2704,7.61,3.80
2705,16.59,8.30
2706,11.82,5.91
2707,11.67,5.84
2708,5.88,2.94
2709,10.09,5.04
2710,6.73,3.36
2711,8.49,4.25
2712,5.84,2.92
2713,11.48,5.74
2714,14.73,7.37
2715,7.79,3.90
2716,8.84,4.42
2717,12.34,6.17
2718,6.75,3.37
2719,6.80,3.40
2720,8.14,4.07
2721,10.34,5.17
2722,16.27,8.14
2723,7.84,3.92
2724,8.18,4.09
2725,12.09,6.04
2726,12.31,6.15
2727,7.52,3.76
2728,12.97,6.48
2729,12.20,6.10
2730,11.26,5.63
2731,5.57,2.79
2732,16.03,8.02
2733,8.43,4.22
2734,10.51,5.26
2735,6.56,3.28
2736,12.66,6.33
2737,20.36,10.18
2738,12.11,6.06
2739,5.62,2.81
2740,5.72,2.86
2741,9.64,4.82
2742,23.02,11.51
2743,11.13,5.56
2744,10.94,5.47
2745,9.86,4.93
2746,10.93,5.46
2747,9.31,4.66
2748,8.50,4.25
2749,10.50,5.25
2750,5.17,2.59
2751,12.38,6.19
2752,7.74,3.87
2753,21.70,10.85
2754,11.02,5.51
2755,7.95,3.97
2756,7.02,3.51
2757,9.00,4.50
2758,8.33,4.16
2759,10.34,5.17
2760,9.23,4.61
2761,5.50,2.75
2762,6.03,3.02
2763,14.55,7.27
2764,7.72,3.86
2765,13.21,6.60
2766,7.81,3.90
2767,14.28,7.14
2768,9.55,4.78
2769,8.78,4.39
2770,14.96,7.48
2771,7.92,3.96
2772,9.89,4.95
2773,12.16,6.08
2774,19.73,9.87
2775,16.60,8.30
2776,4.98,2.49
2777,19.68,9.84
2778,10.30,5.15
2779,7.06,3.53
2780,7.79,3.90
2781,16.13,8.06
2782,16.27,8.14
2783,7.54,3.77
2784,13.75,6.87
2785,7.56,3.78
2786,11.74,5.87
2787,13.09,6.54
2788,6.23,3.11
2789,7.79,3.90
2790,9.38,4.69
2791,10.60,5.30
2792,9.66,4.83
2793,8.70,4.35
2794,5.25,2.63
2795,10.52,5.26
2796,37.17,18.59
2797,9.43,4.71
2798,7.38,3.69
2799,13.18,6.59
2800,23.62,11.81
2801,10.18,5.09
2802,11.12,5.56
2803,8.03,4.02
2804,11.16,5.58
2805,45.09,22.54
2806,8.10,4.05
2807,8.47,4.24
2808,10.98,5.49
2809,9.11,4.55
2810,10.43,5.21
2811,9.77,4.88
2812,22.12,11.06
2813,10.00,5.00
2814,7.98,3.99
2815,15.77,7.89
2816,17.10,8.55
2817,9.69,4.84
2818,7.49,3.74
2819,9.42,4.71
2820,5.03,2.52
2821,9.29,4.65
2822,13.62,6.81
2823,11.83,5.91
2824,10.04,5.02
2825,50.78,25.39
2826,5.75,2.88
2827,5.75,2.88
2828,6.27,3.14
2829,10.89,5.44
2830,9.48,4.74
2831,7.42,3.71
2832,7.42,3.71
2833,13.54,6.77
2834,13.92,6.96
2835,12.22,6.11
2836,8.01,4.00
2837,9.14,4.57
2838,11.41,5.70
2839,10.48,5.24
2840,8.53,4.26
2841,12.85,6.43
2842,8.39,4.19
2843,5.38,2.69
2844,7.57,3.78
2845,12.14,6.07
2846,24.26,12.13
2847,5.64,2.82
2848,8.63,4.32
2849,18.99,9.50
2850,11.87,5.94
2851,7.33,3.66
2852,6.41,3.21
2853,10.94,5.47
2854,5.89,2.95
2855,7.52,3.76
2856,12.61,6.30
2857,7.58,3.79
2858,11.69,5.85
2859,6.79,3.40
2860,8.88,4.44
2861,8.06,4.03
2862,13.61,6.80
2863,13.67,6.84
2864,7.62,3.81
2865,6.28,3.14
2866,21.72,10.86
2867,9.97,4.98
2868,9.84,4.92
2869,8.31,4.16
2870,5.88,2.94
2871,19.27,9.63
2872,7.30,3.65
2873,7.41,3.71
2874,6.80,3.40
2875,9.82,4.91
2876,7.96,3.98
2877,14.46,7.23
2878,8.81,4.41
2879,11.45,5.72
2880,7.35,3.67
2881,8.38,4.19
2882,10.77,5.38
2883,7.88,3.94
2884,10.12,5.06
2885,26.32,13.16
2886,9.37,4.68
2887,12.26,6.13
2888,11.03,5.51
2889,8.30,4.15
2890,9.33,4.67
2891,9.24,4.62
2892,17.06,8.53
2893,5.99,2.99
2894,5.48,2.74
2895,5.78,2.89
2896,7.74,3.87
2897,10.32,5.16
2898,19.20,9.60
2899,12.72,6.36
2900,5.82,2.91
2901,8.05,4.03
2902,10.28,5.14
2903,7.86,3.93
2904,13.47,6.74
2905,10.67,5.33
2906,7.05,3.53
2907,7.57,3.79
2908,20.76,10.38
2909,11.88,5.94
2910,12.58,6.29
2911,12.15,6.08
2912,14.28,7.14
2913,5.02,2.51
2914,9.96,4.98
2915,16.75,8.37
2916,10.65,5.32
2917,12.46,6.23
2918,11.69,5.84
2919,10.49,5.25
2920,12.89,6.45
2921,8.18,4.09
2922,13.49,6.74
2923,10.05,5.02
2924,5.57,2.79
2925,5.76,2.88
2926,8.00,4.00
2927,13.35,6.67
2928,6.04,3.02
2929,5.87,2.94
2930,34.49,17.25
2931,23.21,11.60
2932,11.17,5.59
2933,6.68,3.34
2934,9.28,4.64
2935,20.38,10.19
2936,13.64,6.82
2937,8.82,4.41
2938,13.94,6.97
2939,9.26,4.63
2940,12.67,6.33
2941,6.50,3.25
2942,7.73,3.86
2943,8.78,4.39
2944,12.62,6.31
2945,15.93,7.97
2946,6.57,3.28
2947,9.46,4.73
2948,6.78,3.39
2949,9.26,4.63
2950,6.55,3.28
2951,18.77,9.38
2952,8.80,4.40
2953,9.86,4.93
2954,5.48,2.74
2955,6.00,3.00
2956,29.34,14.67
2957,10.30,5.15
2958,11.59,5.80
2959,11.89,5.94
2960,11.22,5.61
2961,7.09,3.55
2962,10.57,5.28
2963,13.24,6.62
2964,14.38,7.19
2965,7.31,3.66
2966,11.25,5.62
2967,6.83,3.41
2968,6.14,3.07
2969,11.98,5.99
2970,27.53,13.77
2971,11.15,5.57
2972,10.76,5.38
2973,8.32,4.16
2974,105.45,52.73
2975,58.08,29.04
2976,75.96,37.98
2977,176.01,88.00
2978,74.35,37.18
2979,60.87,30.44
2980,69.37,34.69
2981,50.25,25.12
2982,64.38,32.19
2983,51.78,25.89
2984,70.40,35.20
2985,62.91,31.46
2986,68.26,34.13
2987,67.08,33.54
2988,57.63,28.82
2989,68.13,34.07
2990,51.80,25.90
2991,58.75,29.37
2992,58.47,29.24
2993,63.86,31.93
2994,67.33,33.66
2995,60.33,30.16
2996,65.65,32.83
2997,68.32,34.16
2998,58.69,29.35
2999,63.09,31.54
3000,61.92,30.96
3001,52.50,26.25
3002,64.60,32.30
3003,64.31,32.15
3004,64.87,32.43
3005,67.66,33.83
3006,67.95,33.98
3007,55.91,27.96
3008,74.29,37.14
3009,62.22,31.11
3010,52.35,26.17
3011,64.53,32.26
3012,44.37,22.19
3013,54.00,27.00
3014,80.17,40.09
3015,65.51,32.76
3016,63.57,31.79
3017,63.58,31.79
3018,66.25,33.12
3019,59.35,29.68
3020,59.32,29.66
3021,61.13,30.57
3022,48.15,24.07
3023,77.90,38.95
3024,62.23,31.11
3025,63.08,31.54
3026,65.87,32.94
3027,67.42,33.71
3028,63.33,31.66
3029,56.35,28.18
3030,58.73,29.36
3031,52.84,26.42
3032,70.98,35.49
3033,66.91,33.45
3034,63.73,31.86
3035,70.47,35.23
3036,55.60,27.80
3037,69.07,34.53
3038,60.53,30.26
3039,57.63,28.81
3040,54.60,27.30
3041,69.60,34.80
3042,64.80,32.40
3043,64.40,32.20
3044,66.04,33.02
3045,62.06,31.03
3046,66.59,33.29
3047,62.82,31.41
3048,56.94,28.47
3049,53.26,26.63
3050,58.86,29.43
3051,73.91,36.95
3052,69.56,34.78
3053,63.62,31.81
3054,59.57,29.79
3055,65.64,32.82
3056,59.58,29.79
3057,60.59,30.29
3058,58.33,29.16
3059,55.91,27.95
3060,69.85,34.92
3061,61.26,30.63
3062,67.99,33.99
3063,66.63,33.31
3064,59.62,29.81
3065,64.00,32.00
3066,61.99,31.00
3067,61.43,30.71
3068,52.54,26.27
3069,57.51,28.75
3070,73.27,36.64
3071,64.50,32.25
3072,69.16,34.58
3073,60.59,30.29
3074,62.69,31.35
3075,61.34,30.67
3076,64.73,32.36
3077,55.06,27.53
3078,55.28,27.64
3079,68.68,34.34
3080,62.95,31.47
3081,65.01,32.51
3082,64.49,32.24
3083,70.25,35.13
3084,58.77,29.39
3085,64.05,32.03
3086,56.88,28.44
3087,60.81,30.41
3088,48.97,24.48
3089,75.14,37.57
3090,63.38,31.69
3091,64.06,32.03
3092,69.37,34.69
3093,65.47,32.74
3094,56.71,28.36
3095,59.62,29.81
3096,60.52,30.26
3097,53.37,26.69
3098,54.44,27.22
3099,74.51,37.25
3100,65.37,32.69
3101,66.22,33.11
3102,61.60,30.80
3103,63.60,31.80
3104,61.41,30.70
3105,66.58,33.29
3106,60.26,30.13
3107,47.40,23.70
3108,69.87,34.93
3109,67.16,33.58
3110,63.72,31.86
3111,173.78,86.89
3112,64.75,32.38
3113,58.87,29.44
3114,66.47,33.23
3115,52.05,26.02
3116,58.35,29.17
3117,75.25,37.63
3118,63.36,31.68
3119,70.70,35.35
3120,55.40,27.70
3121,69.96,34.98
3122,58.82,29.41
3123,57.79,28.89
3124,60.83,30.41
3125,55.27,27.64
3126,68.47,34.23
3127,62.17,31.09
3128,64.84,32.42
3129,69.95,34.97
3130,61.03,30.51
3131,61.33,30.66
3132,59.06,29.53
3133,66.49,33.25
3134,49.53,24.77
3135,59.67,29.84
3136,67.28,33.64
3137,62.85,31.42
3138,66.90,33.45
3139,65.76,32.88
3140,71.00,35.50
3141,55.59,27.79
3142,56.19,28.09
3143,61.46,30.73
3144,62.03,31.02
3145,59.84,29.92
3146,65.19,32.60
3147,68.42,34.21
3148,58.14,29.07
3149,66.35,33.17
3150,68.53,34.27
3151,55.18,27.59
3152,62.60,31.30
3153,57.19,28.60
3154,56.45,28.22
3155,72.11,36.06
3156,60.91,30.45
3157,68.07,34.04
3158,64.26,32.13
3159,61.28,30.64
3160,61.52,30.76
3161,71.28,35.64
3162,57.26,28.63
3163,51.26,25.63
3164,53.81,26.90
3165,37.21,18.61
3166,10.38,5.19
3167,9.62,4.81
3168,15.95,7.98
3169,9.16,4.58
3170,8.88,4.44
3171,15.63,7.82
3172,8.37,4.18
3173,7.96,3.98
3174,7.45,3.72
3175,6.57,3.29
3176,8.06,4.03
3177,5.32,2.66
3178,6.67,3.34
3179,12.03,6.02
3180,7.33,3.67
3181,15.46,7.73
3182,8.83,4.42
3183,8.55,4.28
3184,11.61,5.81
3185,7.16,3.58
3186,7.31,3.65
3187,8.49,4.24
3188,5.36,2.68
3189,16.46,8.23
3190,9.84,4.92
3191,9.38,4.69
3192,11.69,5.85
3193,11.27,5.64
3194,28.57,14.29
3195,11.46,5.73
3196,9.50,4.75
3197,24.76,12.38
3198,8.36,4.18
3199,8.62,4.31
3200,7.47,3.74
3201,10.32,5.16
3202,9.68,4.84
3203,12.88,6.44
3204,11.26,5.63
3205,5.21,2.61
3206,15.13,7.57
3207,8.58,4.29
3208,12.90,6.45
3209,8.43,4.22
3210,242.32,121.16
3211,8.48,4.24
3212,7.07,3.53
3213,7.96,3.98
3214,6.44,3.22
3215,11.44,5.72
3216,10.17,5.08
3217,11.38,5.69
3218,6.20,3.10
3219,9.76,4.88
3220,6.87,3.44
3221,4.72,2.36
3222,12.49,6.25
3223,13.56,6.78
3224,12.55,6.28
3225,7.16,3.58
3226,7.34,3.67
3227,14.91,7.45
3228,8.19,4.10
3229,6.38,3.19
3230,4.81,2.40
3231,9.42,4.71
3232,8.00,4.00
3233,9.03,4.52
3234,17.21,8.61
3235,11.48,5.74
3236,7.45,3.72
3237,13.94,6.97
3238,10.34,5.17
3239,8.87,4.43
3240,10.75,5.38
3241,11.10,5.55
3242,9.45,4.72
3243,8.92,4.46
3244,18.73,9.37
3245,6.34,3.17
3246,8.87,4.44
3247,8.70,4.35
3248,11.93,5.97
3249,40.07,20.04
3250,22.81,11.40
3251,13.11,6.55
3252,9.75,4.87
3253,17.24,8.62
3254,9.64,4.82
3255,13.27,6.64
3256,8.06,4.03
3257,9.90,4.95
3258,9.31,4.65
3259,13.81,6.91
3260,11.27,5.64
3261,8.73,4.37
3262,6.99,3.50
3263,10.26,5.13
3264,12.15,6.07
3265,15.67,7.83
3266,7.83,3.91
3267,8.47,4.23
3268,9.18,4.59
3269,5.69,2.84
3270,8.17,4.08
3271,13.86,6.93
3272,7.71,3.85
3273,6.29,3.15
3274,5.29,2.65
3275,9.79,4.89
3276,12.28,6.14
3277,21.44,10.72
3278,8.24,4.12
3279,7.31,3.66
3280,9.25,4.62
3281,8.40,4.20
3282,13.89,6.95
3283,9.61,4.81
3284,12.15,6.07
3285,8.12,4.06
3286,13.62,6.81
3287,9.09,4.55
3288,11.72,5.86
3289,7.41,3.71
3290,8.82,4.41
3291,7.04,3.52
3292,8.57,4.29
3293,19.40,9.70
3294,5.89,2.95
3295,25.15,12.57
3296,7.98,3.99
3297,11.10,5.55
3298,6.43,3.21
3299,5.76,2.88
3300,5.70,2.85
3301,7.16,3.58
3302,5.52,2.76
3303,5.71,2.85
3304,217.60,108.80
3305,12.37,6.19
3306,7.45,3.73
3307,4.78,2.39
3308,5.56,2.78
3309,18.13,9.07
3310,11.70,5.85
3311,10.67,5.33
3312,6.98,3.49
3313,17.79,8.89
3314,7.30,3.65
3315,13.34,6.67
3316,13.00,6.50
3317,9.54,4.77
3318,12.59,6.29
3319,15.16,7.58
3320,10.28,5.14
3321,6.35,3.17
3322,9.76,4.88
3323,6.15,3.07
3324,7.58,3.79
3325,7.62,3.81
3326,6.13,3.06
3327,72.17,36.09
3328,61.99,30.99
3329,64.93,32.47
3330,65.16,32.58
3331,63.72,31.86
3332,61.33,30.66
3333,56.45,28.22
3334,65.82,32.91
3335,53.23,26.61
3336,54.90,27.45
3337,74.32,37.16
3338,66.17,33.08
3339,63.88,31.94
3340,62.36,31.18
3341,65.24,32.62
3342,62.39,31.19
3343,62.18,31.09
3344,57.68,28.84
3345,58.41,29.21
3346,67.82,33.91
3347,62.79,31.39
3348,69.82,34.91
3349,64.99,32.50
3350,60.61,30.31
3351,65.64,32.82
3352,52.58,26.29
3353,64.56,32.28
3354,69.34,34.67
3355,66.47,33.24
3356,63.75,31.88
3357,71.28,35.64
3358,55.73,27.86
3359,65.73,32.87
3360,61.85,30.92
3361,58.94,29.47
3362,62.65,31.32
3363,51.58,25.79
3364,69.87,34.94
3365,63.31,31.65
3366,66.00,33.00
3367,66.48,33.24
3368,61.91,30.95
3369,62.87,31.44
3370,57.83,28.92
3371,58.10,29.05
3372,62.35,31.18
3373,65.30,32.65
3374,64.01,32.00
3375,62.49,31.24
3376,66.83,33.41
3377,65.60,32.80
3378,64.91,32.46
3379,65.76,32.88
3380,52.42,26.21
3381,66.52,33.26
3382,59.37,29.69
3383,68.11,34.05
3384,60.27,30.14
3385,69.44,34.72
3386,59.94,29.97
3387,69.71,34.85
3388,61.64,30.82
3389,61.04,30.52
3390,52.20,26.10
3391,56.37,28.19
3392,72.22,36.11
3393,65.92,32.96
3394,60.90,30.45
3395,64.33,32.16
3396,62.22,31.11
3397,61.34,30.67
3398,72.64,36.32
3399,45.35,22.68
3400,60.38,30.19
3401,54.59,27.29
3402,72.54,36.27
3403,66.14,33.07
3404,65.47,32.74
3405,69.09,34.55
3406,60.09,30.04
3407,174.42,87.21
3408,58.33,29.17
3409,53.82,26.91
3410,77.19,38.59
3411,63.58,31.79
3412,70.18,35.09
3413,57.45,28.73
3414,66.17,33.08
3415,166.71,83.35
3416,65.81,32.90
3417,55.60,27.80
3418,70.50,35.25
3419,65.04,32.52
3420,65.05,32.53
3421,63.72,31.86
3422,67.59,33.80
3423,53.78,26.89
3424,68.20,34.10
3425,58.65,29.32
3426,55.80,27.90
3427,70.85,35.42
3428,62.51,31.25
3429,63.48,31.74
3430,99.85,49.93
3431,12.89,6.45
3432,8.80,4.40
3433,10.99,5.49
3434,6.44,3.22
3435,7.43,3.71
3436,6.62,3.31
3437,9.02,4.51
3438,13.13,6.57
3439,9.09,4.55
3440,4.94,2.47
3441,7.31,3.66
3442,8.87,4.43
3443,8.54,4.27
3444,15.50,7.75
3445,8.31,4.16
3446,9.47,4.74
3447,10.53,5.26
3448,9.31,4.66
3449,22.88,11.44
3450,4.74,2.37
3451,40.09,20.04
3452,9.01,4.50
3453,14.05,7.03
3454,8.90,4.45
3455,14.76,7.38
3456,8.18,4.09
3457,57.31,28.65
3458,9.16,4.58
3459,15.66,7.83
3460,11.77,5.89
3461,16.90,8.45
3462,7.90,3.95
3463,8.85,4.42
3464,10.35,5.17
3465,8.67,4.33
3466,12.83,6.42
3467,12.58,6.29
3468,14.90,7.45
3469,10.63,5.31
3470,7.60,3.80
3471,16.10,8.05
3472,15.61,7.80
3473,11.01,5.50
3474,18.29,9.14
3475,6.08,3.04
3476,17.90,8.95
3477,10.29,5.14
3478,6.63,3.31
3479,12.87,6.43
3480,9.77,4.88
3481,9.41,4.71
3482,13.67,6.84
3483,7.43,3.72
3484,6.92,3.46
3485,8.97,4.49
3486,9.68,4.84
3487,50.89,25.45
3488,11.87,5.93
3489,12.79,6.39
3490,8.85,4.43
3491,13.35,6.67
3492,12.51,6.26
3493,17.21,8.61
3494,5.13,2.57
3495,17.56,8.78
3496,6.34,3.17
3497,10.12,5.06
3498,13.30,6.65
3499,9.47,4.73
3500,4.98,2.49
3501,16.21,8.11
3502,9.99,4.99
3503,5.37,2.68
3504,6.44,3.22
3505,13.43,6.72
3506,12.59,6.30
3507,14.42,7.21
3508,12.06,6.03
3509,11.78,5.89
3510,10.72,5.36
3511,15.82,7.91
3512,5.51,2.76
3513,5.07,2.53
3514,6.36,3.18
3515,8.53,4.26
3516,12.72,6.36
3517,14.30,7.15
3518,12.93,6.47
3519,6.38,3.19
3520,21.81,10.91
3521,10.28,5.14
3522,14.04,7.02
3523,27.49,13.74
3524,8.04,4.02
3525,13.55,6.77
3526,11.45,5.73
3527,7.68,3.84
3528,21.83,10.92
3529,8.98,4.49
3530,5.62,2.81
3531,25.47,12.73
3532,8.18,4.09
3533,13.35,6.67
3534,8.05,4.03
3535,8.98,4.49
3536,12.32,6.16
3537,10.59,5.30
3538,14.13,7.07
3539,4.66,2.33
3540,5.51,2.75
3541,11.39,5.70
3542,5.11,2.56
3543,8.47,4.23
3544,17.16,8.58
3545,14.69,7.34
3546,7.37,3.68
3547,7.13,3.56
3548,10.75,5.37
3549,14.93,7.47
3550,15.19,7.60
3551,10.64,5.32
3552,5.81,2.90
3553,17.18,8.59
3554,7.63,3.82
3555,9.73,4.86
3556,9.80,4.90
3557,7.56,3.78
3558,14.65,7.33
3559,10.55,5.28
3560,6.84,3.42
3561,8.08,4.04
3562,12.86,6.43
3563,22.72,11.36
3564,11.76,5.88
3565,10.58,5.29
3566,9.73,4.86
3567,9.72,4.86
3568,8.26,4.13
3569,12.74,6.37
3570,8.50,4.25
3571,8.21,4.10
3572,16.93,8.46
3573,8.12,4.06
3574,10.13,5.07
3575,13.28,6.64
3576,10.07,5.03
3577,10.65,5.32
3578,7.59,3.79
3579,8.53,4.26
3580,15.96,7.98
3581,12.15,6.08
3582,5.36,2.68
3583,13.49,6.75
3584,17.94,8.97
3585,17.82,8.91
3586,13.33,6.66
3587,13.11,6.56
3588,7.02,3.51
3589,14.36,7.18
3590,11.08,5.54
3591,6.20,3.10
3592,18.07,9.04
3593,11.32,5.66
3594,9.79,4.90
3595,8.09,4.04
3596,12.44,6.22
3597,13.17,6.58
3598,12.78,6.39
3599,12.32,6.16
3600,9.14,4.57
3601,9.99,4.99
3602,225.61,112.80
3603,7.77,3.88
3604,10.05,5.03
3605,12.91,6.45
3606,16.98,8.49
3607,5.70,2.85
3608,8.77,4.39
3609,7.41,3.71
3610,11.51,5.75
3611,17.29,8.65
3612,6.30,3.15
3613,16.45,8.23
3614,7.16,3.58
3615,11.38,5.69
3616,14.75,7.38
3617,15.66,7.83
3618,8.19,4.10
3619,22.00,11.00
3620,11.40,5.70
3621,7.30,3.65
3622,8.99,4.49
3623,7.18,3.59
3624,13.64,6.82
3625,8.74,4.37
3626,6.69,3.34
3627,9.70,4.85
3628,5.21,2.60
3629,13.67,6.83
3630,13.43,6.71
3631,13.19,6.60
3632,18.27,9.14
3633,17.26,8.63
3634,11.80,5.90
3635,12.99,6.50
3636,7.39,3.69
3637,13.23,6.62
3638,244.47,122.24
3639,14.90,7.45
3640,7.31,3.66
3641,14.45,7.22
3642,9.23,4.61
3643,7.59,3.79
3644,8.23,4.11
3645,13.33,6.66
3646,14.02,7.01
3647,9.25,4.63
3648,7.19,3.59
3649,11.80,5.90
3650,7.19,3.59
3651,11.07,5.53
3652,14.33,7.17
3653,11.57,5.79
3654,8.41,4.21
3655,6.84,3.42
3656,5.48,2.74
3657,18.77,9.38
3658,8.26,4.13
3659,7.81,3.90
3660,10.96,5.48
3661,11.19,5.59
3662,17.96,8.98
3663,8.46,4.23
3664,7.71,3.85
3665,4.88,2.44
3666,8.34,4.17
3667,25.64,12.82
3668,7.39,3.69
3669,6.66,3.33
3670,11.29,5.65
3671,15.15,7.57
3672,16.76,8.38
3673,8.78,4.39
3674,7.51,3.76
3675,9.33,4.66
3676,6.46,3.23
3677,6.77,3.38
3678,5.38,2.69
3679,9.25,4.62
3680,8.53,4.27
3681,7.29,3.65
3682,13.49,6.74
3683,6.20,3.10
3684,13.33,6.66
3685,7.89,3.94
3686,14.00,7.00
3687,8.77,4.38
3688,38.23,19.12
3689,7.85,3.92
3690,8.80,4.40
3691,16.08,8.04
3692,10.61,5.30
3693,11.31,5.66
3694,7.81,3.91
3695,8.39,4.19
3696,13.34,6.67
3697,9.54,4.77
3698,8.49,4.25
3699,11.13,5.57
3700,5.56,2.78
3701,11.24,5.62
3702,15.76,7.88
3703,13.03,6.52
3704,8.52,4.26
3705,13.61,6.80
3706,10.65,5.32
3707,17.59,8.80
3708,8.03,4.02
3709,8.60,4.30
3710,8.46,4.23
3711,9.98,4.99
3712,7.03,3.51
3713,11.59,5.80
3714,8.12,4.06
3715,61.29,30.64
3716,7.37,3.69
3717,7.70,3.85
3718,20.10,10.05
3719,9.66,4.83
3720,13.93,6.97
3721,11.17,5.58
3722,6.13,3.06
3723,7.01,3.50
3724,10.25,5.12
3725,7.94,3.97
3726,7.68,3.84
3727,9.97,4.98
3728,22.05,11.02
3729,9.55,4.77
3730,11.00,5.50
3731,9.37,4.68
3732,8.70,4.35
3733,18.43,9.22
3734,16.47,8.24
3735,5.90,2.95
3736,15.33,7.67
3737,13.12,6.56
3738,12.88,6.44
3739,7.92,3.96
3740,7.02,3.51
3741,8.80,4.40
3742,14.70,7.35
3743,11.60,5.80
3744,9.98,4.99
3745,16.12,8.06
3746,16.96,8.48
3747,6.44,3.22
3748,9.28,4.64
3749,14.01,7.00
3750,7.98,3.99
3751,17.18,8.59
3752,8.48,4.24
3753,7.58,3.79
3754,8.63,4.32
3755,7.51,3.76
3756,8.30,4.15
3757,7.97,3.99
3758,5.77,2.88
3759,24.58,12.29
3760,5.05,2.52
3761,8.21,4.10
3762,19.05,9.52
3763,7.98,3.99
3764,12.02,6.01
3765,5.49,2.74
3766,10.26,5.13
3767,13.13,6.56
3768,11.89,5.95
3769,8.32,4.16
3770,5.67,2.84
3771,7.59,3.80
3772,10.24,5.12
3773,13.30,6.65
3774,8.18,4.09
3775,5.83,2.92
3776,11.98,5.99
3777,7.26,3.63
3778,10.32,5.16
3779,9.18,4.59
3780,14.74,7.37
3781,14.26,7.13
3782,7.11,3.56
3783,8.01,4.01
3784,12.88,6.44
3785,9.26,4.63
3786,7.57,3.78
3787,7.16,3.58
3788,12.55,6.27
3789,14.92,7.46
3790,7.28,3.64
3791,9.93,4.97
3792,10.78,5.39
3793,13.61,6.80
3794,10.02,5.01
3795,12.24,6.12
3796,8.82,4.41
3797,12.61,6.31
3798,26.10,13.05
3799,8.28,4.14
3800,41.52,20.76
3801,9.60,4.80
3802,7.16,3.58
3803,10.11,5.06
3804,15.28,7.64
3805,8.70,4.35
3806,7.52,3.76
3807,8.84,4.42
3808,9.79,4.90
3809,7.49,3.74
3810,10.44,5.22
3811,18.35,9.17
3812,12.30,6.15
3813,12.18,6.09
3814,9.40,4.70
3815,12.90,6.45
3816,10.79,5.40
3817,38.55,19.28
3818,6.07,3.03
3819,5.33,2.66
3820,8.54,4.27
3821,14.16,7.08
3822,7.97,3.99
3823,15.40,7.70
3824,12.12,6.06
3825,7.30,3.65
3826,15.01,7.51
3827,20.08,10.04
3828,7.48,3.74
3829,7.16,3.58
3830,5.00,2.50
3831,4.96,2.48
3832,12.00,6.00
3833,17.97,8.98
3834,15.63,7.81
3835,12.52,6.26
3836,14.59,7.29
3837,14.13,7.06
3838,10.09,5.04
3839,10.12,5.06
3840,10.86,5.43
3841,8.54,4.27
3842,9.26,4.63
3843,8.39,4.19
3844,6.27,3.14
3845,7.42,3.71
3846,244.44,122.22
3847,45.41,22.70
3848,25.91,12.96
3849,237.85,118.92
3850,11.04,5.52
3851,9.43,4.71
3852,14.81,7.41
3853,15.17,7.59
3854,11.35,5.68
3855,11.33,5.67
3856,7.02,3.51
3857,49.07,24.53
3858,12.57,6.29
3859,18.09,9.04
3860,35.38,17.69
3861,238.56,119.28
3862,24.89,12.45
3863,9.93,4.97
3864,7.06,3.53
3865,7.55,3.78
3866,35.67,17.84
3867,7.95,3.98
3868,5.10,2.55
3869,6.39,3.20
3870,9.52,4.76
3871,12.81,6.41
3872,11.31,5.65
3873,9.33,4.67
3874,8.45,4.22
3875,17.34,8.67
3876,15.23,7.62
3877,8.01,4.00
3878,9.19,4.60
3879,7.38,3.69
3880,31.17,15.58
3881,7.08,3.54
3882,20.35,10.18
3883,10.21,5.11
3884,6.28,3.14
3885,15.46,7.73
3886,5.54,2.77
3887,10.28,5.14
3888,9.38,4.69
3889,11.63,5.81
3890,11.37,5.68
3891,14.80,7.40
3892,11.36,5.68
3893,9.47,4.74
