frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,abs_mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1.05,1.70125,0.45,4.377973762295391,10.147511903485917,0.09854632441046712,4.386619466796194,-0.4322852250401681,0.4322852250401681,12.742106677016777,16.149981546200124,26.663102546724552,0.100981246778995
1.05,1.685,0.45,4.377443852275025,10.28032789830416,0.09727316189641769,4.385976608529333,-0.4266378127153748,0.4266378127153748,12.678546074116433,16.005305178869268,26.455503403881018,0.10095969372411548
1.05,1.7175,0.45,4.377257438671832,10.016911246613045,0.0998311730413029,4.386014658438397,-0.4378609883282547,0.4378609883282547,12.803608883462145,16.29230034836129,26.86466401667685,0.10100299374934867
1.05,1.66875,0.45,4.37561583253295,10.415252743383782,0.09601303248596087,4.384034321126828,-0.4209244296939175,0.4209244296939175,12.61288695599212,15.858254457528995,26.24005693422462,0.10093842799356131
1.05,1.73375,0.45,4.37520984015862,9.888180791834625,0.10113083701157358,4.384077147988608,-0.4433653914994002,0.4433653914994002,12.862945874943117,16.432167571330663,27.049531126318932,0.10102484737250388
1.05,1.6524999999999999,0.45,4.372481971722827,10.552288640123503,0.09476617197502059,4.380784976171577,-0.4151502224374621,0.4151502224374621,12.545089815070678,15.708801818080003,26.020254349455325,0.10091754919659006
1.05,1.75,0.45,4.371524294263655,9.760770829268239,0.10245092498242474,4.380500019842022,-0.44878627891834505,0.44878627891834505,12.919845992656846,16.569339056951808,27.20842370547226,0.10104672643310475
1.05,1.63625,0.45,4.367972712987933,10.691293787116846,0.09353404928456961,4.376159110626542,-0.4093198819304613,0.4093198819304613,12.475093332990365,15.556927020291967,25.79600201990927,0.10089716314333502
1.05,1.6199999999999999,0.45,4.362011407291971,10.832059625546087,0.09231854647860527,4.3700801963263665,-0.40343945171978807,0.40343945171978807,12.402845621924726,15.40260466438735,25.56720058809163,0.10087738178123788
1.0462500000000001,1.70125,0.45,4.299062613951565,13.161205093610507,0.07598088418859754,4.305605488190766,-0.3271437119600126,0.3271437119600126,12.627507654831465,16.0164621133309,26.54481862628815,0.10096450098989805
1.0462500000000001,1.685,0.45,4.299020682430627,13.359083626107001,0.07485543379979664,4.305466433582553,-0.32228755759628536,0.32228755759628536,12.56529668667844,15.873015336286764,26.334640538784242,0.10094368001160084
1.0462500000000001,1.7175,0.45,4.297883778885619,12.967833336064967,0.0771138843386343,4.304522547963553,-0.33193845389670484,0.33193845389670484,12.687668853946,16.15757523762834,26.746323312877987,0.10098585011510315
1.0462500000000001,1.66875,0.45,4.297775171721623,13.561639700351382,0.07373739622164495,4.304122667692307,-0.3173747985341911,0.3173747985341911,12.500987391614084,15.7272137746162,26.11990505370737,0.10092348801910951
1.0462500000000001,1.73375,0.45,4.295561380866705,12.77898849655289,0.07825345490136001,4.302294769460992,-0.3366694297143728,0.3366694297143728,12.74580922816784,16.296375036412865,26.943205193465364,0.10100763166817317
1.0462500000000001,1.6524999999999999,0.45,4.29525925023222,13.768757103503116,0.07262819675608737,4.301507464842308,-0.3124107305043457,0.3124107305043457,12.434545808354127,15.579030079202123,25.900825900772062,0.1009040308478607
1.0462500000000001,1.75,0.45,4.2918648311987635,12.593585566997229,0.07940550327625531,4.298691626639618,-0.34133977204274346,0.34133977204274346,12.801734677700418,16.432679764585217,27.114566350961045,0.10102975511356464
1.0462500000000001,1.63625,0.45,4.2914068192644015,13.980300887010062,0.07152921872584017,4.297554834058635,-0.30740073971167187,0.30740073971167187,12.365903427196846,15.428446138742668,25.67731406031832,0.10088541913716491
1.0462500000000001,1.6199999999999999,0.45,4.2861397466764,14.195968886735505,0.07044253252304496,4.292186796837024,-0.3023525080311762,0.3023525080311762,12.295017747401065,15.275434834980297,25.449279702415264,0.10086776805749659
1.0425,1.685,0.45,4.214076836950508,18.058795069402056,0.05537468010223735,4.218749074559215,-0.23361188043532638,0.23361188043532638,12.47078181021183,15.752443796462815,26.21370535766167,0.10095070071302667
1.0425,1.66875,0.45,4.2137585805359015,18.396837539149264,0.05435716860965679,4.218344525828783,-0.2292972646440979,0.2292972646440979,12.407610624691797,15.607891835498949,25.9996826539163,0.10093322541480558
1.0425,1.70125,0.45,4.213227055906663,17.731818880633014,0.056395793727185915,4.21798458768169,-0.23787658875134593,0.23787658875134593,12.531833603760223,15.894655913750253,26.42351636466052,0.10096911742539089
1.0425,1.6524999999999999,0.45,4.21220569587697,18.745822194645076,0.05334521951700041,4.216704516438325,-0.2249410280677295,0.2249410280677295,12.342322200978778,15.46097792951279,25.781331030715286,0.10091679567437536
1.0425,1.7175,0.45,4.211249695650546,17.41548832940124,0.05742015274482866,4.216091467972088,-0.2420886160771262,0.2420886160771262,12.590854905519292,16.03455243811584,26.62789993618106,0.100988374739483
1.0425,1.63625,0.45,4.209346480867782,19.105755849132056,0.052340248032920846,4.213757463083149,-0.22054911076834333,0.22054911076834333,12.274813963822282,15.311679943249759,25.558565050220643,0.10090151858459495
1.0425,1.73375,0.45,4.208134760032736,17.109438292124743,0.0584472723724827,4.213059596868329,-0.2462418417796654,0.2462418417796654,12.6478372438804,16.17215687999856,26.824146748057714,0.10100837547571707
1.0425,1.6199999999999999,0.45,4.205106805114035,19.47656516841142,0.051343755500681224,4.209429363354624,-0.21612791202946802,0.21612791202946802,12.20507511986571,15.159972661616816,25.331291366647534,0.10088750371478748
1.0425,1.75,0.45,4.203953763567936,16.813317301876378,0.05947666257915678,4.208960461992074,-0.2503349212069144,0.2503349212069144,12.702872574184203,16.307486057394307,27.01548670788774,0.10102902631801476
1.03875,1.66875,0.45,4.1305206511657255,26.317410834124292,0.037997658899763684,4.133662040770368,-0.15706948023209347,0.15706948023209347,12.333293852006395,15.503496904814567,25.879389624361654,0.10096699019776112
1.03875,1.6524999999999999,0.45,4.130124804954741,26.998606257390083,0.03703894899116428,4.133186582694889,-0.1530888870074006,0.1530888870074006,12.268888342377473,15.357790028740865,25.66176822093031,0.10095487512617482
1.03875,1.685,0.45,4.129710401803355,25.66773346864242,0.038959419662888156,4.132930733461007,-0.16101658288255552,0.16101658288255552,12.395557602048495,15.64685839095836,26.092714451362355,0.10098038783675084
1.03875,1.63625,0.45,4.128450244569791,27.71249094554685,0.036084811068226655,4.131431883348829,-0.1490819389518903,0.1490819389518903,12.202277314604794,15.209714211496083,25.439750197135766,0.1009441380412532
1.03875,1.70125,0.45,4.127758988507654,25.048303006360438,0.03992286422541571,4.131057461430456,-0.1649236461400786,0.1649236461400786,12.455712536845118,15.787895222980229,26.301825797737163,0.10099497346603209
1.03875,1.6199999999999999,0.45,4.125424621952231,28.46005590993186,0.03513696540740191,4.128325758739737,-0.14505683937532438,0.14505683937532438,12.133408919226529,15.059244598219392,25.213241471611724,0.10093487456398977
1.03875,1.7175,0.45,4.124729473127073,24.457883721323473,0.04088661191598337,4.128105157797778,-0.16878423353524705,0.16878423353524705,12.513816906228332,15.92663202634198,26.50679335008703,0.10101065389631568
1.03875,1.73375,0.45,4.120632584162436,23.894822610295286,0.041850070046937346,4.124084448623524,-0.17259322305437946,0.17259322305437946,12.569897581071409,16.063093070010456,26.70505230185191,0.10102733778618832
1.03875,1.75,0.45,4.11548107476367,23.357523554347747,0.042812757853940425,4.11900799660281,-0.17634609195700038,0.17634609195700038,12.624021134671743,16.197304378050156,26.89670989067838,0.10104493602515975
1.0350000000000001,1.6524999999999999,0.45,4.054042097900546,42.7365443806581,0.023399177787818158,4.05594021122253,-0.09490566609915671,0.09490566609915671,12.212400802752207,15.2707349798999,25.542135986034964,0.10101392477236475
1.0350000000000001,1.63625,0.45,4.053625061022348,44.53272321696013,0.022455397464198945,4.0554463942358945,-0.09106666067731946,0.09106666067731946,12.14642786873928,15.123772926134716,25.320866927331117,0.10100841517171587
1.0350000000000001,1.66875,0.45,4.053204989791012,41.07431126758289,0.024346117296657647,4.055179547329377,-0.09872787691828808,0.09872787691828808,12.276162688540115,15.415341191502366,25.75902859706805,0.10102093014078298
1.0350000000000001,1.6199999999999999,0.45,4.051881507418417,46.475950339284054,0.021516504615823735,4.053625904628173,-0.08721986048775474,0.08721986048775474,12.078187325609074,14.974429738114603,25.095124955621362,0.1010044762556373
1.0350000000000001,1.685,0.45,4.051181944059281,39.5337271965244,0.025294857604215844,4.053232462818957,-0.1025259379837906,0.1025259379837906,12.33777183728823,15.55761293700108,25.971644502619416,0.10102935432661687
1.0350000000000001,1.70125,0.45,4.048043526881191,38.10393762856296,0.026244006846431363,4.050169380340128,-0.10629267294685299,0.10629267294685299,12.397268276789715,15.697576441602413,26.180063688545676,0.10103911910255621
1.0350000000000001,1.7175,0.45,4.043849398205286,36.775217879969986,0.02719222502675261,4.046049820148865,-0.11002109717893988,0.11002109717893988,12.454703295861147,15.835252868424492,26.384374033980816,0.10105014562928834
1.0350000000000001,1.73375,0.45,4.038653825544824,35.5383659100683,0.0281386038550718,4.040927946958951,-0.11370607070636651,0.11370607070636651,12.510113073934216,15.970665871163108,26.58464650069702,0.10106235503610922
1.0350000000000001,1.75,0.45,4.032441397673538,34.385070523448256,0.029082389094362004,4.034788223294002,-0.11734128102318572,0.11734128102318572,12.563561235311102,16.10384657469715,26.776915875404704,0.10107566892429608
1.03125,1.63625,0.45,3.988041833110434,92.46252480691108,0.010815192447840828,3.9889046485390347,-0.04314077143003654,0.04314077143003654,12.103947197342602,15.053615687416013,25.20190897242098,0.10108660128803655
1.03125,1.6199999999999999,0.45,3.9875595441266682,101.47500026886411,0.009854643974874993,3.988345618649079,-0.03930372612053922,0.03930372612053922,12.036121397473037,14.90525293009495,24.97693429340601,0.1010879410928189
1.03125,1.6524999999999999,0.45,3.9872139825119755,84.88921660707244,0.011780059234480982,3.98815359622397,-0.046980685599726714,0.046980685599726714,12.169495771261005,15.199601578089709,25.422430622121198,0.10108680598563423
1.03125,1.66875,0.45,3.9851462455802302,78.44461656010324,0.012747847383941422,3.986162545415761,-0.05081499177654359,0.05081499177654359,12.232827808225096,15.343236782515078,25.638605311415144,0.10108850523707673
1.03125,1.685,0.45,3.9819098331925655,72.90098982307951,0.013717234874682223,3.9830025488219385,-0.054635781468648476,0.054635781468648476,12.293992726111012,15.48454535139619,25.850507120958394,0.10109164511905501
1.03125,1.70125,0.45,3.97757323907152,68.08838888432919,0.014686791924227095,3.978741938170842,-0.05843495496611119,0.05843495496611119,12.353039191887682,15.623552486070984,26.058233019434578,0.10109616854246284
