start,iteration,frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,abs_mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1,2,1.05,1.69125,0.45,4.377803735199023,10.229008407951602,0.09776118662906191,4.386380089650429,-0.4288177225703169,0.4288177225703169,12.703235964796797,16.061230305707024,26.536626289165604,0.10096795459613794
2,5,1.05,1.6900000000000002,0.45,4.377748053561239,10.23924928610958,0.09766340989046784,4.386315704532454,-0.4283825485607493,0.4283825485607493,12.698322792887549,16.050073293896922,26.52054785810482,0.100966299288904
1,2,1.05,1.71125,0.45,4.377673899497084,10.066862897784333,0.09933581197575415,4.386388408581233,-0.43572545420745284,0.43572545420745284,12.7801937590634,16.237839358176565,26.787617023789725,0.10099461227668356
3,3,1.05,1.6875,0.45,4.377612880650199,10.259767162338663,0.09746809885420976,4.386163100223063,-0.4275109786432287,0.4275109786432287,12.688457847562859,16.027717249557494,26.488178755036582,0.10096299328702664
2,3,1.05,1.715,0.45,4.377444921624319,10.036849970033007,0.09963285323440094,4.386185084319617,-0.43700813476493494,0.43700813476493494,12.794275605697777,16.27055751592487,26.83390996213052,0.10099963900561634
2,0,1.05,1.685,0.45,4.377443852275025,10.28032789830416,0.09727316189641769,4.385976608529333,-0.4266378127153748,0.4266378127153748,12.678546074116433,16.005305178869268,26.455503403881018,0.10095969372411548
2,2,1.05,1.685,0.45,4.377443852275025,10.28032789830416,0.09727316189641769,4.385976608529333,-0.4266378127153748,0.4266378127153748,12.678546074116433,16.005305178869268,26.455503403881018,0.10095969372411548
2,4,1.05,1.685,0.45,4.377443852275025,10.28032789830416,0.09727316189641769,4.385976608529333,-0.4266378127153748,0.4266378127153748,12.678546074116433,16.005305178869268,26.455503403881018,0.10095969372411548
3,0,1.05,1.7175,0.45,4.377257438671832,10.016911246613045,0.0998311730413029,4.386014658438397,-0.4378609883282547,0.4378609883282547,12.803608883462145,16.29230034836129,26.86466401667685,0.10100299374934867
3,2,1.05,1.7175,0.45,4.377257438671832,10.016911246613045,0.0998311730413029,4.386014658438397,-0.4378609883282547,0.4378609883282547,12.803608883462145,16.29230034836129,26.86466401667685,0.10100299374934867
1,1,1.05,1.68125,0.45,4.377133724429143,10.311268681693528,0.09698127658872716,4.3856402241811425,-0.42532498759995874,0.42532498759995874,12.66357760235246,15.971582110227812,26.406167655007437,0.10095475721863337
1,1,1.05,1.72125,0.45,4.3769241817407165,9.987106922491746,0.10012909722113036,4.385706919230697,-0.43913687449903455,0.43913687449903455,12.817509496308002,16.32481079010215,26.91061045486171,0.10100803048078102
3,2,1.05,1.6775,0.45,4.376757649277111,10.342327614937671,0.09669003315614137,4.385237825091224,-0.42400879070563574,0.42400879070563574,12.648503128259183,15.937732573840126,26.356595999746435,0.10094983718313078
2,2,1.05,1.725,0.45,4.376526613465533,9.9573953098053,0.10042786982809397,4.38533481013483,-0.44040983346482987,0.44040983346482987,12.831301741794247,16.357194980631675,26.95608331356649,0.10101307184019519
2,1,1.05,1.665,0.45,4.37501098555822,10.446694670418575,0.09572405737401841,4.383402927825352,-0.4195971133565943,0.4195971133565943,12.59743483694754,15.82397911804803,26.189722121161285,0.10093357171317513
3,1,1.05,1.7375,0.45,4.374498112698024,9.858631700146994,0.10143395457049986,4.3833906055690255,-0.44462464355004444,0.44462464355004444,12.876286962265771,16.464058523001015,27.08678904016979,0.1010298969648932
1,6,1.049375,1.69875,0.45,4.365652719036185,10.592439808171203,0.09440695610359584,4.373911272025367,-0.4129276494591219,0.4129276494591219,12.712175791827542,16.105036275400227,26.612070376826995,0.10097371973277225
1,5,1.04875,1.69875,0.45,4.352951242190778,11.045611274177423,0.09053369480218929,4.360847314587935,-0.39480361985785084,0.39480361985785084,12.692392052803028,16.08240948962333,26.59250441194139,0.100970072559177
3,5,1.04875,1.6975,0.45,4.352949754262195,11.057106039455514,0.09043957762832878,4.36083760047605,-0.3943923106927888,0.3943923106927888,12.687590570968862,16.07136744427709,26.576720221753316,0.10096841034335023
3,6,1.04875,1.7,0.45,4.352945424166743,11.034132941126968,0.0906278731038984,4.36084971485841,-0.3952145345833595,0.3952145345833595,12.697189132381968,16.093437676628184,26.608224414662104,0.10097173666457925
1,4,1.04875,1.70125,0.45,4.352932327644958,11.022671753047923,0.09072210643698847,4.360844828218174,-0.3956250286607999,0.3956250286607999,12.701971297044507,16.104452030227492,26.623889238704535,0.10097340261658747
3,4,1.0475,1.6975,0.45,4.326582612188991,12.059611148443164,0.08292141327700231,4.33376985861887,-0.3593623214939512,0.3593623214939512,12.649451461045746,16.026893288695806,26.537050149075274,0.1009628408728412
2,5,1.0475,1.695,0.45,4.326581009358351,12.085890420691252,0.08274111093113858,4.3337525994499355,-0.3585795045791973,0.3585795045791973,12.639865601127903,16.004830632732336,26.505044010551,0.10095955650781707
2,6,1.0475,1.7,0.45,4.326553632862537,12.033409637476472,0.08310196611986277,4.333756506590185,-0.3601436863823924,0.3601436863823924,12.658980732478641,16.048900394263782,26.56878903284137,0.10096613563260758
1,3,1.0475,1.70125,0.45,4.32652800075008,12.020338625734903,0.08319233185819352,4.33373867727461,-0.36053382622651803,0.36053382622651803,12.663726136410745,16.059883161918613,26.584557166647667,0.10096778679973244
2,4,1.0450000000000002,1.695,0.45,4.271051551388213,14.558918266514471,0.06868642173093321,4.276926887466311,-0.2937668039048785,0.2937668039048785,12.569920759376053,15.919619642815777,26.424230370903114,0.1009557632922904
3,3,1.0450000000000002,1.6975,0.45,4.270983601088478,14.523556474152507,0.06885365865996351,4.276873168393849,-0.29447836526854676,0.29447836526854676,12.579345189696706,15.941555361994334,26.45645371725377,0.10095889128456224
1,2,1.0450000000000002,1.70125,0.45,4.270831508493746,14.470755870197385,0.0691048905095211,4.276742384778497,-0.29554381423754617,0.29554381423754617,12.593409491453155,15.974355555071039,26.50459279724572,0.10096361241784621
2,3,1.0450000000000002,1.705,0.45,4.270614002345104,14.418272517433252,0.0693564363408232,4.276546122322934,-0.29660599889148487,0.29660599889148487,12.607415886520748,16.007032254270225,26.55218596143195,0.10096836743435117
2,1,1.04,1.685,0.45,4.157399331611029,22.674874325107975,0.04410167772761131,4.161069534563339,-0.18351014761549397,0.18351014761549397,12.418560394170491,15.680265085454188,26.13305545205652,0.10096812381689932
3,2,1.04,1.6975,0.45,4.156290571928809,22.294782512858532,0.04485354362273995,4.160022406858761,-0.18659174649761506,0.18659174649761506,12.465224917410817,15.789254404551334,26.294458061938798,0.10098033578693082
1,1,1.04,1.70125,0.45,4.15583032976919,22.18312023160915,0.045079321103578616,4.159580551115589,-0.18751106731994013,0.18751106731994013,12.478997951195915,15.821684470176825,26.342384840030356,0.10098412142309156
2,2,1.04,1.705,0.45,4.155311655287429,22.072583168606933,0.04530507337366227,4.15908020396358,-0.18842743380751623,0.18842743380751623,12.49264454495077,15.853991470561915,26.39011722148142,0.10098796129036645
3,1,1.04,1.7175,0.45,4.153173476536567,21.711815323019298,0.046057871491739344,4.1570027304876,-0.1914626975516074,0.1914626975516074,12.537368265856761,15.960797749747085,26.54760289145328,0.10100113756427258
