start,iteration,frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,abs_mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1,6,1.05,1.7,0.45,4.37797871750125,10.15765428293415,0.09844792627763455,4.386615782043629,-0.43185322711893936,0.43185322711893936,12.73728995661191,16.138936641795308,26.647430876199476,0.10097958081451738
2,5,1.05,1.7,0.45,4.37797871750125,10.15765428293415,0.09844792627763455,4.386615782043629,-0.43185322711893936,0.43185322711893936,12.73728995661191,16.138936641795308,26.647430876199476,0.10097958081451738
3,5,1.05,1.7,0.45,4.37797871750125,10.15765428293415,0.09844792627763455,4.386615782043629,-0.43185322711893936,0.43185322711893936,12.73728995661191,16.138936641795308,26.647430876199476,0.10097958081451738
1,4,1.05,1.69875,0.45,4.37797623268469,10.167809675837532,0.09834959857444706,4.386604648810997,-0.4314208063153649,0.4314208063153649,12.732461984008475,16.127877711134133,26.63173686238045,0.1009779160356696
1,0,1.05,1.70125,0.45,4.377973762295391,10.147511903485917,0.09854632441046712,4.386619466796194,-0.4322852250401681,0.4322852250401681,12.742106677016777,16.149981546200124,26.663102546724552,0.100981246778995
1,5,1.05,1.70125,0.45,4.377973762295391,10.147511903485917,0.09854632441046712,4.386619466796194,-0.4322852250401681,0.4322852250401681,12.742106677016777,16.149981546200124,26.663102546724552,0.100981246778995
1,6,1.05,1.6975,0.45,4.37796635147572,10.177979049613693,0.09825133212844993,4.386586110051895,-0.4309879288087539,0.4309879288087539,12.727624767393397,16.11680482168857,26.61604672846118,0.10097625248388391
3,1,1.05,1.6975,0.45,4.37796635147572,10.177979049613693,0.09825133212844993,4.386586110051895,-0.4309879288087539,0.4309879288087539,12.727624767393397,16.11680482168857,26.61604672846118,0.10097625248388391
3,6,1.05,1.6975,0.45,4.37796635147572,10.177979049613693,0.09825133212844993,4.386586110051895,-0.4309879288087539,0.4309879288087539,12.727624767393397,16.11680482168857,26.61604672846118,0.10097625248388391
3,4,1.05,1.7025,0.45,4.377961425104081,10.137382886948046,0.09864478940491704,4.386615760862693,-0.43271678793059026,0.43271678793059026,12.746907512475607,16.16101245691702,26.678753164030507,0.10098291388788584
3,6,1.05,1.7025,0.45,4.377961425104081,10.137382886948046,0.09864478940491704,4.386615760862693,-0.43271678793059026,0.43271678793059026,12.746907512475607,16.16101245691702,26.678753164030507,0.10098291388788584
1,3,1.05,1.69625,0.45,4.377949013744571,10.18816040352406,0.09815314643594562,4.386560107275761,-0.4305546765595151,0.4305546765595151,12.722772011814751,16.105717934180884,26.60028946537486,0.10097459020080851
1,5,1.05,1.69625,0.45,4.377949013744571,10.18816040352406,0.09815314643594562,4.386560107275761,-0.4305546765595151,0.4305546765595151,12.722772011814751,16.105717934180884,26.60028946537486,0.10097459020080851
1,4,1.05,1.7037499999999999,0.45,4.377941851533873,10.127267679880404,0.09874331671776344,4.38660480969466,-0.4331479080393442,0.4331479080393442,12.751699062935659,16.172029449861757,26.694374657926463,0.10098458210018871
2,3,1.05,1.695,0.45,4.377924091395057,10.19835440856544,0.09805503514960369,4.38652651162069,-0.4301210112816352,0.4301210112816352,12.717906535216889,16.094617031617094,26.584469290098113,0.10097292922830756
2,6,1.05,1.695,0.45,4.377924091395057,10.19835440856544,0.09805503514960369,4.38652651162069,-0.4301210112816352,0.4301210112816352,12.717906535216889,16.094617031617094,26.584469290098113,0.10097292922830756
3,5,1.05,1.695,0.45,4.377924091395057,10.19835440856544,0.09805503514960369,4.38652651162069,-0.4301210112816352,0.4301210112816352,12.717906535216889,16.094617031617094,26.584469290098113,0.10097292922830756
2,1,1.05,1.705,0.45,4.377915061681101,10.117165623723828,0.09884191256641005,4.386586633931822,-0.4335786125360721,0.4335786125360721,12.756478510769433,16.183032521272334,26.709967077517703,0.1009862513751177
2,4,1.05,1.705,0.45,4.377915061681101,10.117165623723828,0.09884191256641005,4.386586633931822,-0.4335786125360721,0.4335786125360721,12.756478510769433,16.183032521272334,26.709967077517703,0.1009862513751177
2,6,1.05,1.7049999999999998,0.45,4.377915061681101,10.117165623723864,0.0988419125664097,4.386586633931822,-0.4335786125360706,0.4335786125360706,12.756478510769428,16.183032521272324,26.709967077517643,0.10098625137511771
1,3,1.05,1.7062499999999998,0.45,4.377880993688604,10.1070771391032,0.09894057265389881,4.386561171173749,-0.43400887425728785,0.43400887425728785,12.761249628331754,16.19402158564678,26.725548483049288,0.10098792167210187
3,4,1.05,1.6925000000000001,0.45,4.377851575311897,10.218778657209526,0.09785905278362034,4.3864366259781695,-0.4292525333136032,0.4292525333136032,12.708135989719725,16.072373282501907,26.55263798186254,0.10096961138356718
3,3,1.05,1.7075,0.45,4.377839816580897,10.097002358647089,0.09903929547402734,4.3865285906047005,-0.43443870119016764,0.43443870119016764,12.766004334119474,16.204996748302,26.741104373548207,0.10098959295078505
