frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
0.5,1.7333333333333334,0.15,-1.8558147034907506,0.07703815894747505,12.98058019119855,0.052143146249050816,-0.00022631643254720756,0.676848291307198,0.7019168367436328,1.206541300083734,0.011249999999890027
1.2000000000000002,0.8,0.1,-1.8846698233651755,-0.04714616187559898,inf,-0.028689297802019613,-0.077743734360591,0.6085182051026741,0.6161641438197576,0.8933901685841973,0.005011156458820787
0.5,1.2666666666666666,0.2,-1.893838331764494,0.1326657200278033,7.537742227535689,0.09972759259423027,-5.803740754549835e-05,0.7517208859480049,0.7673731738297592,1.321188021412072,0.01999999999978402
0.6,1.4222222222222223,0.15,-1.9890604326253374,0.1069053336092133,9.354070243636732,0.08108713356735377,0.11159529760737837,0.7584947432441811,0.7755724623261319,1.3216280674902778,0.011075582686947066
0.5,1.888888888888889,0.15,-2.0250082359124035,0.06795404780313401,14.715826831935692,0.04953146225590819,-0.00028178270936399485,0.7288964212905037,0.7613717079991827,1.3149347469337025,0.01124999999989749
0.7,1.7333333333333334,0.1,-2.027593843322814,-0.002929223643303743,inf,-0.0019454351508976285,0.16737537693537385,0.6641470190727593,0.6813554839555102,1.0679533940265231,0.005017476101942507
0.7,1.1111111111111112,0.15,-2.045697845725101,0.04815678544652087,20.765505644277717,0.03447720585775173,0.20567885687702062,0.7159366128380682,0.7207601140019869,1.1245502779351964,0.011143416455957402
0.8,0.9555555555555556,0.15,-2.097959649630677,0.0101457798552809,98.56314785693856,0.00707294389414096,-0.028093809870074864,0.6971316148220462,0.701201453322215,1.0310637921663752,0.011249647998719173
0.8,1.4222222222222223,0.1,-2.1150996380752694,0.02282295934341996,43.81552737981404,0.016315510146233683,-0.04009120773722048,0.7148726815279358,0.725094085181604,1.07958944975644,0.00495811211711495
0.6,1.1111111111111112,0.2,-2.118411705808583,0.11511625263715473,8.686870681518707,0.09417274456949189,0.1116311094082009,0.8180664537988691,0.8286964540742743,1.4285899062786591,0.020166160643233785
1.1,0.9555555555555556,0.1,-2.141017315962638,0.0053510339304428285,186.87977183453296,0.0037828276920374277,-0.07503767845619015,0.7069339759773074,0.7112272285058089,0.9307258376749741,0.005000247853846972
0.9,1.2666666666666666,0.1,-2.1691819856979384,0.013769811417346378,72.62263582929396,0.009973294562059802,-0.10673108555247697,0.7242869389987467,0.7325794581791298,1.1207736230249077,0.00509722014601007
0.5,2.0444444444444443,0.15,-2.176543435438973,0.05778024870906756,17.306952156525906,0.04461391240822256,-0.0003317460259053746,0.7721308475645453,0.8118402412543245,1.4066692578991908,0.011249999999902517
0.5,1.1111111111111112,0.25,-2.1806401930331756,0.13865543288642826,7.212122736071175,0.1211670445947455,2.7568472915731946e-05,0.873871597184314,0.8891518796855903,1.534073719516811,0.031249999999697173
0.7,1.888888888888889,0.1,-2.1878984457701143,-0.012819963298928212,inf,-0.009157827790290334,0.17688037612738172,0.7143411862228931,0.7363565200596046,1.1608645856400557,0.005002792962111958
0.5,1.4222222222222223,0.2,-2.2107897091359887,0.1455775306882298,6.869191936917857,0.1304221043715625,-0.00014284628536938727,0.8958944677449963,0.9260182221139011,1.614432468262358,0.01999999999977956
1.0,1.1111111111111112,0.1,-2.239331309845497,0.015020706425745819,66.57476497150482,0.011249923069550772,-4.7012288871854934e-05,0.7489609843028526,0.7539885951439077,1.0602961552968795,0.0049999999999505275
0.6,1.577777777777778,0.15,-2.2510431334562266,0.10974498773864308,9.112033456885456,0.09461463199818278,0.127222173599668,0.8621316922783467,0.8890372314948874,1.5289054446959045,0.011055058694875004
1.3,0.8,0.1,-2.2586526020821265,-0.04308198712080988,inf,-0.031459638871022676,0.05864240778455208,0.7302272010528209,0.7389414310301816,1.0672163693051426,0.004992014796455857
0.5,0.8,0.35,-2.270806925263063,-0.06437976563841988,inf,-0.04694161555746184,-0.00010510421931542169,0.7291361671165905,0.7476166972922651,1.2727171686045589,0.061249999999361274
0.5,2.2,0.15,-2.311852330128498,0.04729394417517608,21.144356163148807,0.03821857147037631,-0.0003758272827455471,0.8081070872163945,0.8547082567148208,1.4843867168275604,0.01124999999990487
1.0,0.8,0.15,-2.3159639489729913,-0.048895910936775956,inf,-0.036542423571605295,-9.361399045886288e-05,0.747351319803733,0.758371267393972,1.0477356757490173,0.011249999999885229
