time,x,y,yaw,waypoint_index,distance,steer,laps
0.02000000000000001,-0.8500544753077068,-0.5472130323759272,-0.02334320656423585,0,1.6014668942207408,-0.031731559217169636,0
0.04000000000000003,-0.8506078759834941,-0.5404326619462753,-0.07635252410087606,0,1.6017158896976005,-0.055636517769865224,0
0.060000000000000046,-0.8519064336054808,-0.5325231170355059,-0.1376355766943309,0,1.6027048896963338,-0.08387962870587429,0
0.08000000000000006,-0.8533141600838972,-0.5261913229746727,-0.18716155697033593,0,1.6039258652469122,-0.10702079306113332,0
0.10000000000000007,-0.8542209388429869,-0.5221593480294093,-0.22206992139442386,0,1.6047472744243283,-0.1234631521878935,0
0.12000000000000009,-0.8546685412423898,-0.5198978260763408,-0.2505381614082343,0,1.6051487788828063,-0.13702472201839733,0
0.1400000000000001,-0.8550470832100444,-0.5187454976442684,-0.279076444986648,0,1.605494225122491,-0.15089641115037988,0
0.16000000000000011,-0.8554928213306133,-0.5185973003245078,-0.3063053963003389,0,1.6059356057152867,-0.1645515849513357,0
0.18000000000000013,-0.8557179946703989,-0.519686961029665,-0.3249971376789732,0,1.6062068028099032,-0.17451843886595686,0
0.20000000000000015,-0.8553378144417392,-0.522259531311423,-0.32889211903028864,0,1.605926248080024,-0.17765067538782886,0
0.22000000000000017,-0.854256974856235,-0.5263099115404634,-0.3170898012265659,0,1.6049859913162832,-0.17335877886765183,0
0.24000000000000019,-0.8527351483899966,-0.5315182158397073,-0.2933871832998904,0,1.6036349683069244,-0.16336470152989824,0
0.2600000000000002,-0.8510979489197098,-0.5374119471735651,-0.26290509097443104,0,1.6021972887864202,-0.1500879309591412,0
0.2800000000000002,-0.8495076790820211,-0.5435869821179079,-0.22918697355872103,0,1.6008368314491561,-0.13523132174713592,0
0.3000000000000002,-0.8479503825609362,-0.5497993154894009,-0.19318967673902768,0,1.5995389534994287,-0.11925463375546741,0
0.32000000000000023,-0.8463421349666502,-0.5559376443753714,-0.15420565883133844,0,1.5982152868348012,-0.10179091877838697,0
0.34000000000000025,-0.8446492744017667,-0.5619492650878168,-0.1114866390168209,0,1.596824437959774,-0.08243441417311193,0
0.36000000000000026,-0.8429151358371586,-0.5677782856966568,-0.06528532095783089,0,1.595402615061574,-0.0612646043021805,0
0.3800000000000003,-0.8412047793650342,-0.5733382486472638,-0.016861375894165774,0,1.594008310136642,-0.03886482706738992,0
0.4000000000000003,-0.8395479883383379,-0.5785261477231972,0.03217881146797499,0,1.5926648155517231,-0.016005416200675526,0
0.4200000000000003,-0.8379165949402317,-0.5832505303210729,0.08052956623477223,0,1.5913370943198737,0.006677531496531275,0
0.44000000000000034,-0.8362447702155926,-0.5874472452878023,0.12740104704429653,0,1.5899518171229956,0.028796940767085166,0
0.46000000000000035,-0.8344724700794135,-0.5910728525227374,0.1723173869652997,0,1.58844047944873,0.05012355040376337,0
0.48000000000000037,-0.832572097919274,-0.5940853037430032,0.21484059368880845,0,1.586767181914004,0.07045231402041519,0
0.5000000000000003,-0.830529815875259,-0.5964299411728597,0.2544174155342865,0,1.584910529860591,0.0895272280928261,0
0.5200000000000004,-0.8283282711881139,-0.5980453710966706,0.2903717308676422,0,1.5828455561032806,0.10703178951784764,0
0.5400000000000004,-0.8259565496718891,-0.5988842100080499,0.3220107300521394,0,1.580554979393382,0.12263364455649883,0
