frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,abs_mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1.248,1.55,0.45,5.707852129185582,10.782216822994354,0.092745306129198,5.734444268644395,-0.5318427891762493,0.5318427891762493,15.460317929200649,18.935295849838116,28.39898306152308,0.10113977012294957
1.248,1.578,0.45,5.7069643905428515,10.970062788323293,0.09115718107506326,5.733095029629676,-0.5226127817364976,0.5226127817364976,15.569811882990964,19.236887357962797,28.69321963995098,0.10118917641683656
1.248,1.522,0.45,5.698132568394355,10.608804830592138,0.09426132500018707,5.7251154166419385,-0.5396569649516672,0.5396569649516672,15.333581099560833,18.619567449416877,28.080345297314956,0.10108383453492191
1.248,1.606,0.45,5.695931722113807,11.162546176200644,0.08958529570359783,5.721560104807562,-0.5125676538750936,0.5125676538750936,15.662358369481302,19.524478679891303,28.839947476416405,0.10123160792325109
1.2610000000000001,1.55,0.45,5.6801039356714265,31.700659204799628,0.03154508534158795,5.689077056734905,-0.1794624212695726,0.1794624212695726,15.734467331749382,19.2221928639303,28.534767656860964,0.10145483551270115
1.2610000000000001,1.522,0.45,5.679591565776028,30.24483176223397,0.03306350016628881,5.688996472566864,-0.18809813581673096,0.18809813581673096,15.616936176100324,18.91355529113361,28.200972013453107,0.10142015134388933
1.248,1.494,0.45,5.677993884687072,10.453754630801308,0.0956594099744378,5.705282080565302,-0.5457639175646097,0.5457639175646097,15.189351283227426,18.289762716928617,27.767323109010803,0.10102203145509361
1.248,1.634,0.45,5.6751794760258685,11.3490000754732,0.0881134895893729,5.7002931119145215,-0.5022727177730543,0.5022727177730543,15.73837168323691,19.798228340071663,28.864518714417503,0.10126680460754217
1.2610000000000001,1.578,0.45,5.669938869648674,33.52485661506306,0.02982861377998228,5.67840782133807,-0.16937903378792393,0.16937903378792393,15.835192372793601,19.51712790419756,28.78861204267551,0.10148094095499047
1.2610000000000001,1.494,0.45,5.66815067471676,29.082021296425296,0.03438550538861335,5.677912569379283,-0.19523789325046678,0.19523789325046678,15.4816698300067,18.590560906283418,27.88737824203263,0.10137699065518031
