frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,abs_mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
1.0,1.63,0.45,3.9343773516436054,613.3831956923431,0.001630302243398226,3.9345056403110465,-0.006414433372062073,0.006414433372062073,11.796294165955107,14.586941491903927,24.12446759818051,0.1012500000000004
1.0,1.6099999999999999,0.45,3.933529356318056,650.3189988210373,0.001537706882026973,3.9336503323418066,-0.006048801187529686,0.006048801187529686,11.710707879082692,14.407507898518464,23.852772758364654,0.10125000000000045
1.0,1.65,0.45,3.933004364332947,580.4067527006416,0.0017229296443347438,3.933139894799348,-0.006776523320065432,0.006776523320065432,11.878408335050109,14.762779040180583,24.389565778868743,0.10125000000000034
1.0,1.5899999999999999,0.45,3.930171284916243,692.0631461638468,0.0014449548506419798,3.9302848665998913,-0.00567908418239828,0.00567908418239828,11.621445618804284,14.224415017752651,23.574274964020848,0.1012500000000005
1.0,1.67,0.45,3.929560873260209,551.0072941665838,0.0018148580074834255,3.9297035103378644,-0.007131853882772399,0.007131853882772399,11.957131685007946,14.935072824497023,24.648249148286872,0.10125000000000028
1.0,1.69,0.45,3.924169346287984,524.5680363807194,0.0019063304102543966,3.9243189672597207,-0.007481048586825334,0.007481048586825334,12.032547597054878,15.10387478730633,24.90068590794561,0.10125000000000023
1.0,1.5699999999999998,0.45,3.9241321998733185,739.6283908584583,0.0013520303065155982,3.9242383136559194,-0.005305689130052467,0.005305689130052467,11.528351414100397,14.037578316640928,23.28879853299266,0.10125000000000056
1.0,1.71,0.45,3.9169649369344683,500.67785129141055,0.0019972922657167194,3.917121409660376,-0.007823636295388042,0.007823636295388042,12.104741765448416,15.26924759935598,25.14703634277024,0.10125000000000017
1.0,1.73,0.45,3.908068468904776,479.0572760832048,0.0020874330689141136,3.9082316323437825,-0.008158171950330598,0.008158171950330598,12.173802609121955,15.431249429868291,25.38756426461232,0.10125000000000012
