time,x,y,yaw,waypoint_index,distance,steer,laps
0.02000000000000001,-0.5322150765542847,-0.3978085945697915,-0.029361039102604534,0,1.0834342644641803,-0.012484965188257702,0
0.04000000000000003,-0.510907162170247,-0.39316249713857765,-0.09658464925628951,0,1.0618189414370292,-0.04322775394429135,0
0.060000000000000046,-0.49622044369344004,-0.388406885412924,-0.1767010274476859,0,1.0469016773330062,-0.08100766864346709,0
0.08000000000000006,-0.4854107080877671,-0.3856188792974705,-0.24032360421014506,0,1.0359890240699228,-0.11197139771715392,0
0.10000000000000007,-0.4767098679110035,-0.3851345436210113,-0.2810148584736736,0,1.0272204641203977,-0.13243599964759944,0
0.12000000000000009,-0.46916960829566245,-0.3861961424852243,-0.3105095423207789,0,1.0196199746935644,-0.1477442811981946,0
0.1400000000000001,-0.4626329741174957,-0.38794067173685864,-0.33988294330192553,0,1.0130035040104013,-0.16317384088061138,0
0.16000000000000011,-0.45729773689333403,-0.39018466541063723,-0.37043155270504674,0,1.0075892394917694,-0.17955564776898258,0
0.18000000000000013,-0.45276114103791776,-0.39320563209839543,-0.394145468536921,0,1.0030033165838983,-0.19316588945447966,0
0.20000000000000015,-0.4484071481131977,-0.39724878014936477,-0.4019953306402877,0,0.9986307615344362,-0.19953593798457514,0
0.22000000000000017,-0.4440294540930789,-0.4023157462361156,-0.39123489499496567,0,0.9942485833104138,-0.19711261997146123,0
0.24000000000000019,-0.43982475363981616,-0.4081309688211187,-0.3658355191098893,0,0.9900574884476167,-0.18762943507675978,0
0.2600000000000002,-0.4360550239268306,-0.4143017179145949,-0.3323043898990483,0,0.9863296720418782,-0.1741349193505768,0
0.2800000000000002,-0.4328402575533206,-0.42052253496666686,-0.2955414976066667,0,0.9831961901029792,-0.15898959882983066,0
0.3000000000000002,-0.43010163698009,-0.42664442266501834,-0.2571260425761736,0,0.9805838207269196,-0.14298015539005582,0
0.32000000000000023,-0.42766405940472846,-0.4326264089354626,-0.21623558575723323,0,0.9783155468723305,-0.1257067099385416,0
0.34000000000000025,-0.42540228518073353,-0.43845759273184254,-0.17170854725428106,0,0.9762583460017036,-0.10656794551275373,0
