time,x,y,yaw,waypoint_index,distance,steer,laps
0.02000000000000001,-0.8512866923501832,-0.5527271879436041,-0.043128953511367786,0,1.6028498736898678,-0.04279859833115518,0
0.04000000000000003,-0.8526617074643492,-0.5601219691771138,-0.14941337907952584,0,1.6046028653018358,-0.0968335687669648,0
0.060000000000000046,-0.8541387041376806,-0.5675842202787764,-0.26648956171209714,0,1.6064321850693886,-0.15762382416712595,0
0.08000000000000006,-0.8564803119542513,-0.572876685897104,-0.35217981204973486,0,1.6090263803625917,-0.20296849913254444,0
0.10000000000000007,-0.859978746242096,-0.5765516040334592,-0.4004086868768668,0,1.6126167341019786,-0.22949790841604711,0
0.12000000000000009,-0.8645302863249601,-0.5799441219009858,-0.42651312859773055,0,1.6173229884857507,-0.243644362705719,0
0.1400000000000001,-0.8699368709121071,-0.5823601404713356,-0.43836211516821977,0,1.6229271784104038,-0.2504756658295175,0
0.16000000000000011,-0.8735762669446325,-0.58422312719117,-0.4421003726225763,0,1.6267739474804142,-0.2530660510466698,0
0.18000000000000013,-0.8755051057041308,-0.5850294890368417,-0.43208686778043115,0,1.628827856298514,-0.2485730874484111,0
0.20000000000000015,-0.8758917201390702,-0.5847769959419427,-0.4033210320179908,0,1.6292767802609376,-0.2348092182335444,0
0.22000000000000017,-0.8753651321473457,-0.5831443698294003,-0.35276495460125146,0,1.6287329290056785,-0.20969924305275578,0
0.24000000000000019,-0.8743741229190072,-0.5811718868179477,-0.28988938408921416,0,1.6275548177101442,-0.17763700235981372,0
0.2600000000000002,-0.8727501577529971,-0.5788458554205145,-0.2198460852158859,0,1.6258948933575597,-0.14243212741008282,0
0.2800000000000002,-0.8720355793175728,-0.577417200334527,-0.15260388894537757,0,1.6249732134018435,-0.10805309144285968,0
0.3000000000000002,-0.8716389530911343,-0.577429641354358,-0.09354971158868537,0,1.6245639042483577,-0.07786275213180871,0
0.32000000000000023,-0.8722756292957262,-0.5797582196390727,-0.046732299171190206,0,1.6252293363115187,-0.055048256374482074,0
0.34000000000000025,-0.8737760308576447,-0.5862157599126409,-0.02042624412482312,0,1.6271387351179711,-0.043296807084623135,0
0.36000000000000026,-0.8754283912319274,-0.5928209117278156,0.0034214833714244714,0,1.6292876430546974,-0.03389580104247747,0
0.3800000000000003,-0.8745497744257886,-0.5858746859988084,0.0897676499942793,0,1.6280752640165645,0.00966988408972691,0
